#a_0,e_0,emax,emin,tcol
0.360,0.390,0.64294,0.26310,0.11894
0.321,0.270,2.40769,0.05035,0.93132
0.478,0.170,1.33921,0.10275,-22.83601
0.251,0.290,2.18595,0.25836,-11.22960
0.513,0.160,1.00166,0.00774,-212.72610
0.238,0.210,0.88377,0.18258,0.04919
0.306,0.050,1.13805,0.03744,-31.20041
0.397,0.360,1.91175,0.24426,0.14801
0.391,0.330,2.35572,0.21676,0.15033
0.627,0.210,0.96901,0.07160,-126.20687
0.370,0.100,1.50185,0.04180,0.16572
0.203,0.240,0.88277,0.20631,0.04612
0.287,0.340,3.01321,0.13263,0.10303
0.497,0.280,1.36657,0.23041,-22.74382
0.319,0.010,0.90101,0.01011,0.15526
0.422,0.360,0.64782,0.04372,0.30747
0.221,0.140,0.60821,0.11783,0.03859
0.293,0.410,0.89458,0.13536,0.21157
0.387,0.080,1.13712,0.00720,-37.71720
0.258,0.450,0.85481,0.40515,0.10275
0.455,0.060,1.67662,0.03734,-18.63730
0.593,0.020,1.03742,0.00154,-111.74719
0.630,0.280,1.14898,0.21814,-82.04939
0.437,0.410,0.88707,0.05763,0.43570
0.429,0.020,0.81870,0.00410,2.03219
0.332,0.230,2.80272,0.07303,0.36939
0.358,0.330,0.85534,0.18613,1.18987
0.625,0.210,0.86735,0.02136,-198.59342
0.373,0.050,1.34135,0.00446,-20.61094
0.345,0.160,0.88264,0.05210,0.15928
0.447,0.110,1.22477,0.06469,-174.59054
0.412,0.360,0.79225,0.18304,1.31526
0.277,0.380,3.18809,0.31550,-17.00593
0.413,0.500,3.05871,0.36739,0.15003
0.488,0.360,1.98545,0.28905,-21.82363
0.552,0.460,0.50321,0.18170,0.33093
0.243,0.450,0.45016,0.45016,-0.00189
0.429,0.490,0.91874,0.39688,0.50484
0.560,0.030,1.02505,0.00263,-121.89415
0.454,0.320,2.50673,0.14459,-8.36416
0.271,0.260,0.60554,0.01475,0.34727
0.422,0.280,0.80699,0.09944,0.31511
0.543,0.400,1.67088,0.05858,0.28227
0.488,0.080,1.17947,0.00790,-35.94750
0.450,0.180,1.58856,0.01926,-14.11564
0.615,0.150,0.31749,0.08831,-98.63460
0.232,0.030,0.69710,0.02487,0.03771
0.510,0.230,1.02837,0.03206,-119.16821
0.231,0.070,0.72334,0.05701,0.03817
0.316,0.390,0.53058,0.00935,0.14003
0.452,0.410,1.56224,0.31069,-16.18828
0.558,0.210,1.13861,0.13846,-131.37072
0.630,0.030,0.45888,0.00016,-7538.90781
0.524,0.220,1.34488,0.01322,-33.98282
0.331,0.470,0.84831,0.43505,0.10960
0.518,0.040,0.17585,0.00057,-64.36255
0.405,0.020,0.93445,0.00918,0.48350
0.313,0.180,0.99999,0.01072,0.15855
0.382,0.410,1.13285,0.29210,1.21619
0.304,0.020,2.01435,0.01602,-14.62973
0.348,0.400,0.51200,0.28284,0.11278
0.389,0.450,1.21863,0.35060,-21.93586
0.545,0.410,1.02136,0.08381,0.27991
0.438,0.500,2.22879,0.29254,-10.65940
0.215,0.330,391.35075,0.28931,0.09807
0.382,0.480,0.97422,0.40917,0.38014
0.354,0.200,0.97555,0.05319,0.15844
0.457,0.080,1.01976,0.02773,-94.62800
0.628,0.300,1.03824,0.03315,-57.34152
0.450,0.360,2.31040,0.27244,-11.16731
0.504,0.500,1.14435,0.40280,0.20074
0.414,0.350,3.88242,0.24663,-7.46899
0.461,0.170,1.00710,0.08374,14.07817
0.239,0.280,33.55543,0.02339,0.79662
0.499,0.400,1.30517,0.32157,-23.11427
0.537,0.010,0.53801,0.00125,-103.31139
0.305,0.280,0.36847,0.02441,0.21164
0.561,0.190,1.10552,0.10478,-49.49048
0.507,0.110,1.10755,0.00021,-109.94754
0.387,0.040,0.75849,0.00266,0.52839
0.532,0.440,1.07297,0.35075,-34.56050
0.610,0.390,0.83618,0.11767,4.91847
0.364,0.140,1.00570,0.06686,0.15407
0.354,0.190,0.82948,0.05304,0.15730
0.415,0.270,0.52208,0.05010,0.27935
0.598,0.120,0.32011,0.04515,-60.03778
0.611,0.310,1.04022,0.16631,-165.74062
0.219,0.200,0.72901,0.17175,0.04271
0.374,0.480,1.05050,0.41695,0.96437
0.305,0.100,1.04990,0.03055,-180.77625
0.475,0.420,2.93983,0.05984,0.21700
0.245,0.320,0.60774,0.28529,0.20881
0.442,0.310,1.64711,0.23364,-16.58504
0.426,0.080,1.16545,0.04846,-35.46837
0.627,0.380,1.29675,0.32954,-28.85447
0.319,0.210,0.88169,0.03227,0.17444
0.408,0.350,1.02523,0.24308,-60.40341
0.532,0.260,1.32699,0.00302,-32.32895
0.432,0.480,1.11218,0.38143,-12.76152
0.255,0.490,0.49016,0.49016,-0.00238
0.421,0.080,1.07731,0.02592,-52.42456
0.310,0.180,1.07911,0.00553,0.15916
0.243,0.300,2.06913,0.26658,0.89907
0.241,0.080,0.78715,0.06602,0.04302
0.608,0.410,1.14415,0.02209,-35.33856
0.544,0.500,2.06475,0.35453,0.64841
0.473,0.230,1.14015,0.17868,-34.23457
0.417,0.460,2.60410,0.20959,-13.46001
0.362,0.070,0.99010,0.01513,0.30713
0.308,0.030,0.52579,0.02361,0.54710
0.527,0.180,1.08442,0.02449,-100.74166
0.565,0.280,1.13929,0.05000,-75.98139
0.236,0.350,0.72252,0.20535,0.07938
0.383,0.090,1.34151,0.04057,-20.31819
0.518,0.290,0.91725,0.04304,1.37820
0.621,0.120,1.02611,0.02601,-126.67899
0.454,0.040,1.10044,0.01463,-50.70150
0.474,0.230,1.07624,0.17830,-46.44888
0.527,0.330,1.08415,0.06844,-56.80237
0.381,0.140,1.51767,0.07786,0.16105
0.610,0.130,1.04967,0.06849,-364.92260
0.340,0.140,0.92393,0.04510,0.15881
0.500,0.060,1.29787,0.00058,-638.88684
0.473,0.200,1.36985,0.14235,-25.96042
0.497,0.270,1.36009,0.21905,-23.80354
0.537,0.390,1.68747,0.10915,0.64028
0.574,0.280,1.02025,0.22041,-108.62235
0.269,0.280,0.55222,0.07371,0.28515
0.319,0.300,0.76661,0.00382,1.15035
0.471,0.480,0.92250,0.37925,0.80275
0.316,0.040,1.41682,0.02939,0.15779
0.325,0.280,13.51163,0.07268,-4.02198
0.630,0.100,1.10181,0.04005,-141.37736
0.601,0.230,0.74331,0.04634,44.31896
0.576,0.220,1.12844,0.13301,-142.52571
0.418,0.000,1.27815,0.00011,-47.17308
0.250,0.340,1.00503,0.02294,0.08555
0.449,0.090,1.05829,0.00728,-76.11404
0.390,0.200,1.15648,0.12676,-62.24713
0.242,0.200,0.87387,0.17360,0.05004
0.604,0.030,0.16667,0.00056,13.98000
0.319,0.430,0.45449,0.37943,0.10368
0.335,0.040,0.50605,0.02659,0.27179
0.467,0.270,1.35305,0.21544,0.22193
0.572,0.280,1.20259,0.22060,-35.80868
0.351,0.190,0.97205,0.02774,0.15945
0.285,0.000,1.68852,0.00011,-21.65063
0.479,0.050,2.67145,0.00405,12.24125
0.580,0.320,1.07495,0.01587,-72.35876
0.205,0.250,0.91833,0.21557,0.04796
0.305,0.080,1.68490,0.03884,0.50250
0.631,0.160,0.65947,0.06867,-30.21151
0.412,0.410,2.11394,0.29704,-12.42154
0.480,0.310,1.07644,0.25015,-44.08073
0.313,0.160,1.20101,0.01031,0.15940
0.380,0.380,1.00059,0.20668,0.42606
0.439,0.480,0.58138,0.25751,0.26871
0.263,0.150,1.23071,0.12741,-25.81697
0.452,0.220,2.09584,0.03779,0.23109
0.377,0.160,1.71729,0.09013,0.16178
0.269,0.480,-1.00000,-1.00000,0.00000
0.562,0.300,1.38304,0.24510,-23.75695
0.494,0.400,1.23037,0.25124,11.93497
0.350,0.480,0.99398,0.44653,0.11732
0.628,0.120,1.09494,0.04593,-117.04259
0.607,0.500,1.87249,0.26752,-16.74997
0.208,0.480,0.48016,0.48016,-0.00454
0.505,0.300,1.18360,0.02291,-78.73961
0.475,0.330,1.68963,0.26286,-15.26683
0.234,0.230,0.90121,0.20066,0.05038
0.476,0.090,1.11444,0.00416,-48.74956
0.288,0.320,2.17346,0.04219,-13.04268
0.457,0.400,1.83714,0.30488,0.63648
0.423,0.140,4.78947,0.09729,-4.94255
0.437,0.140,1.01582,0.05943,9.87222
0.398,0.230,1.23889,0.15320,-29.22144
0.628,0.380,0.99874,0.32950,-42.26221
0.262,0.070,1.32529,0.05637,-21.91978
0.296,0.150,2.27511,0.04108,0.33247
0.592,0.220,1.18556,0.08313,-77.51351
0.522,0.150,1.00437,0.00456,-90.60843
0.558,0.230,0.91359,0.03710,21.87487
0.288,0.300,1.05204,0.01734,-64.40656
0.210,0.300,2.28231,0.26141,-55.49902
0.393,0.010,0.62357,0.00787,0.40797
0.253,0.440,0.76566,0.39529,0.09954
0.279,0.160,1.13872,0.09862,-28.65136
0.217,0.180,0.74513,0.15348,0.04052
0.567,0.250,1.17486,0.10164,-119.05787
0.289,0.160,0.59678,0.06383,0.39566
0.581,0.130,1.08511,0.00119,-158.41717
0.346,0.280,1.14242,0.12798,-34.49930
0.461,0.030,0.86351,0.01118,9.92161
0.442,0.470,0.92860,0.03808,0.32326
0.218,0.300,0.99295,0.08064,8.13401
0.308,0.430,0.47144,0.35436,0.10180
0.621,0.010,0.16579,0.00041,-322.47205
0.272,0.170,1.13990,0.12778,-32.92439
0.446,0.230,0.48883,0.05275,0.39012
0.229,0.250,0.99593,0.21857,0.05171
0.630,0.090,1.07862,0.00218,-560.77239
0.509,0.080,0.85928,0.00026,377.39553
0.540,0.080,1.38378,0.00014,-70.56888
0.291,0.110,1.43557,0.05109,-18.04162
0.232,0.320,0.68949,0.07130,0.75914
0.248,0.120,0.77492,0.08067,0.06646
0.247,0.210,0.84856,0.18330,0.08255
0.452,0.270,2.68911,0.07095,0.22884
0.473,0.080,1.22334,0.00154,-63.63462
0.317,0.320,2.62266,0.08053,-14.38822
0.353,0.150,0.81129,0.06370,0.15723
0.538,0.420,2.52258,0.07146,-8.81212
0.393,0.400,0.82456,0.03749,0.15384
0.278,0.080,0.95545,0.06136,7.29454
0.361,0.080,1.78443,0.02124,0.26071
0.256,0.430,0.57864,0.38699,0.09606
0.539,0.270,1.39302,0.15809,-29.66367
0.475,0.250,1.13377,0.20080,-34.64779
0.442,0.360,1.65268,0.26864,1.03804
0.575,0.220,1.26206,0.01486,-46.31076
0.335,0.070,13.69880,0.00684,-0.96882
0.355,0.490,1.15572,0.45629,0.50227
0.487,0.450,0.97047,0.25007,0.20737
0.241,0.250,1.13220,0.12060,0.23461
0.569,0.160,1.13827,0.00048,-127.94803
0.440,0.230,0.37611,0.17459,0.26881
0.464,0.270,1.05478,0.21443,0.21989
0.486,0.320,1.08088,0.25972,-52.95845
0.392,0.110,1.24224,0.06055,-25.76923
0.492,0.500,0.54922,0.30485,0.25835
0.370,0.140,0.88989,0.07133,0.15570
0.222,0.340,0.96747,0.03214,0.08432
0.241,0.110,0.79605,0.09128,0.04390
0.470,0.110,1.21502,0.02354,-34.50329
0.397,0.140,0.88550,0.08641,2.25460
0.438,0.040,1.15508,0.01575,-75.16672
0.385,0.430,1.19332,0.32057,-25.52314
0.460,0.270,1.00000,0.14619,0.21946
0.354,0.310,0.93555,0.06156,3.78973
0.275,0.360,7.84223,0.23244,0.08278
0.390,0.110,1.46901,0.05959,-18.63777
0.421,0.090,0.55332,0.05531,1.02314
0.483,0.290,1.49700,0.23633,-45.43862
0.271,0.380,4.67829,0.32930,-8.52577
0.567,0.330,1.06421,0.27908,-51.12929
0.274,0.190,1.31002,0.12894,-20.07053
0.253,0.070,1.94356,0.05712,-16.26840
0.631,0.400,1.24319,0.35079,-28.40793
0.309,0.250,0.83701,0.00347,0.17706
0.475,0.060,1.01812,0.00782,-112.62325
0.304,0.210,2.24816,0.02123,0.16646
0.428,0.090,1.10165,0.03786,6.58235
0.483,0.310,1.21738,0.25146,-31.83450
0.530,0.350,1.02324,0.03471,-64.52505
0.484,0.450,0.98354,0.07854,0.21243
0.574,0.310,1.45360,0.25562,-26.60364
0.449,0.310,0.66872,0.23670,0.27463
0.561,0.140,1.21421,0.00100,-48.89453
0.374,0.230,1.35852,0.13547,0.15398
0.299,0.280,1.88823,0.02813,-13.92431
0.625,0.310,1.04714,0.25108,-112.06120
0.329,0.300,0.55490,0.10590,0.13264
0.410,0.300,1.85923,0.14698,-10.97925
0.363,0.150,0.97632,0.07363,0.15511
0.432,0.000,1.03875,0.00011,-105.76652
0.338,0.210,0.64438,0.07862,0.20612
0.535,0.080,1.09285,0.00193,-72.37848
0.561,0.070,0.23874,0.00066,26.96400
0.320,0.070,1.08754,0.02177,0.15121
0.561,0.030,1.23061,0.00154,-89.87230
0.393,0.480,0.92724,0.07732,0.15174
0.403,0.010,1.30095,0.00638,-25.57598
0.316,0.360,1.41803,0.07247,2.91497
0.477,0.240,1.55532,0.11211,-36.45501
0.240,0.500,0.50016,0.50016,-0.00351
0.387,0.160,1.45169,0.09616,-18.86835
0.425,0.330,1.23294,0.08853,-22.38744
0.328,0.220,1.77830,0.05964,-13.45920
0.231,0.020,0.60604,0.02011,0.03753
0.285,0.280,0.32720,0.02711,0.37336
0.293,0.350,2.06675,0.17910,-11.50301
0.225,0.130,0.60781,0.10903,0.03898
0.628,0.280,1.20483,0.21812,-45.04854
0.266,0.290,1.10035,0.21079,-36.25083
0.535,0.230,0.99245,0.09824,55.95650
0.399,0.350,2.20815,0.13696,0.17281
0.517,0.400,2.24155,0.21810,-15.90708
0.519,0.440,2.21681,0.02222,1.00325
0.255,0.350,0.95935,0.16611,0.08090
0.356,0.320,0.99405,0.17439,2.48177
0.605,0.420,1.52756,0.10740,-17.97306
0.343,0.410,0.49205,0.30547,0.11040
0.369,0.410,1.07288,0.01060,-39.29857
0.531,0.450,0.99060,0.16621,23.16678
0.270,0.030,0.76639,0.02375,0.83914
0.232,0.170,0.77384,0.14520,0.04317
0.388,0.290,2.05909,0.18663,0.16838
0.385,0.490,2.99035,0.31252,0.16208
0.633,0.260,1.03933,0.13774,-95.99025
0.361,0.010,0.51065,0.00896,0.15589
0.542,0.420,0.46293,0.15302,0.34673
0.526,0.450,1.16996,0.22114,0.42876
0.394,0.250,1.70759,0.16417,-26.70376
0.482,0.260,1.45192,0.21034,-21.19669
0.415,0.250,0.49763,0.05028,0.27851
0.504,0.080,1.18723,0.00045,-166.03189
0.436,0.230,0.53231,0.16667,0.27274
0.615,0.180,1.07923,0.10025,-79.04183
0.397,0.430,0.95413,0.06112,0.15071
0.377,0.420,1.04973,0.30726,-45.31780
0.593,0.450,1.62999,0.25114,-21.80164
0.336,0.430,0.53885,0.35508,0.10725
0.471,0.190,1.01066,0.13111,-105.05945
0.246,0.290,1.01613,0.25773,-68.89466
0.416,0.400,1.08809,0.28854,-38.61045
0.220,0.350,0.66795,0.30822,0.07601
0.406,0.410,2.54431,0.29545,0.14560
0.247,0.340,7.52100,0.04335,0.08628
0.597,0.030,0.99849,0.00029,-235.96417
0.562,0.140,1.00715,0.00161,-205.61194
0.502,0.430,0.94734,0.02430,7.39435
0.573,0.080,1.02628,0.00394,-133.46217
0.505,0.460,1.42267,0.36796,-18.66278
0.519,0.310,1.71608,0.06879,-20.72548
0.466,0.000,1.19377,0.00011,-34.73217
0.574,0.240,1.04507,0.01212,-150.57452
0.492,0.310,2.09934,0.25467,-16.23286
0.573,0.230,1.02647,0.07455,-89.85688
0.566,0.450,1.68254,0.37965,-16.54001
0.583,0.010,0.20758,0.00252,45.65300
0.367,0.440,0.85600,0.34581,0.12029
0.452,0.440,1.76404,0.16004,0.48104
0.210,0.020,0.52165,0.02011,0.03148
0.443,0.490,1.48704,0.07097,0.49641
0.348,0.140,0.87984,0.02448,0.15870
0.547,0.400,0.99244,0.23147,0.27682
0.386,0.220,1.41368,0.13801,-19.69020
0.231,0.180,0.77502,0.15431,0.04363
0.500,0.500,0.96500,0.29034,0.20408
0.221,0.400,0.40015,0.40015,-0.00227
0.303,0.260,1.14176,0.00172,-28.81193
0.226,0.070,0.70959,0.05670,0.03660
0.281,0.430,0.51971,0.34878,0.09742
0.409,0.390,1.98963,0.27663,-12.60657
0.522,0.220,1.07593,0.00368,-60.80577
0.503,0.190,1.01165,0.05602,-125.49153
0.442,0.200,2.39479,0.07844,-9.42955
0.272,0.320,2.93362,0.05489,0.09467
0.404,0.460,0.98446,0.30923,0.14257
0.363,0.010,0.50857,0.00888,0.15951
0.272,0.020,1.07285,0.01732,-44.17855
0.266,0.260,0.70850,0.11155,0.46232
0.522,0.250,1.77315,0.01699,-19.28380
0.266,0.330,2.13177,0.03654,0.08954
0.371,0.370,0.99895,0.23882,-61.87231
0.329,0.210,0.63801,0.05953,0.20990
0.483,0.180,0.90609,0.11263,0.98243
0.202,0.060,0.58610,0.04685,0.03146
0.431,0.240,1.30344,0.15669,-19.68613
0.353,0.100,1.73835,0.03062,0.16988
0.326,0.140,0.99815,0.02600,0.15483
0.501,0.200,1.40306,0.01397,-22.02763
0.408,0.360,1.11718,0.25077,-34.25311
0.236,0.360,0.77013,0.32030,0.07672
0.353,0.130,0.90147,0.03541,0.15943
0.535,0.280,1.52318,0.06446,-19.22432
0.361,0.440,0.77315,0.35038,0.11608
0.252,0.380,1.76873,0.34126,0.07989
0.239,0.270,2.56237,0.23833,-9.59583
0.412,0.170,0.98317,0.11646,5.02718
0.551,0.390,1.35479,0.33317,0.28822
0.572,0.300,1.07478,0.19048,-52.37990
0.315,0.500,1.22367,0.45978,1.24254
0.328,0.120,0.97368,0.01969,0.15431
0.481,0.440,0.99988,0.05272,0.21404
0.414,0.140,1.27229,0.09217,-30.24192
0.300,0.340,1.10790,0.14532,-34.30182
0.418,0.240,0.45646,0.03806,0.27536
0.470,0.130,0.51790,0.05514,-20.45278
0.401,0.430,0.99917,0.23292,0.14529
0.553,0.310,1.13943,0.25781,-29.93811
0.294,0.200,1.01605,0.05453,-95.16590
0.205,0.090,0.52705,0.07300,0.03327
0.303,0.350,1.64360,0.18014,-15.42265
0.269,0.010,1.17002,0.01011,-94.19688
0.474,0.410,0.93944,0.03484,0.21510
0.301,0.460,0.74584,0.42175,0.10369
0.378,0.220,1.65180,0.13214,0.15740
0.338,0.140,0.99496,0.04327,0.15841
0.271,0.030,1.24169,0.02374,-26.57327
0.393,0.210,1.29343,0.13576,-47.39865
0.239,0.380,1.55071,0.33891,0.07969
0.513,0.240,0.63673,0.01526,2.65429
0.450,0.470,0.53293,0.13860,0.19665
0.498,0.500,0.99245,0.11594,0.25623
0.252,0.390,3.44409,0.35032,-12.21990
0.571,0.030,0.06669,0.00228,0.89300
0.582,0.290,1.30398,0.13418,-40.91866
0.531,0.350,0.70890,0.05532,0.93599
0.410,0.130,1.47393,0.08474,-35.46306
0.495,0.010,1.04374,0.00275,-114.24170
0.509,0.260,1.06868,0.11096,-51.95388
0.356,0.460,0.87953,0.39571,0.11499
0.404,0.220,1.56701,0.13039,-17.69361
0.427,0.190,0.31019,0.03074,0.27996
0.395,0.140,1.08178,0.08558,-97.43379
0.388,0.420,0.70913,0.30572,0.26653
0.427,0.240,0.99465,0.12511,0.42249
0.337,0.240,2.98703,0.08876,-8.64324
0.215,0.320,1.38834,0.28030,0.29119
0.478,0.450,1.20501,0.32064,-19.13761
0.613,0.060,1.15038,0.00532,-665.47973
0.435,0.030,1.01269,0.00628,-83.49415
0.303,0.370,1.04639,0.24262,-86.66095
0.531,0.150,0.99150,0.02152,-96.05811
0.327,0.380,0.38015,0.16594,0.12347
0.459,0.470,0.47016,0.13033,0.20301
0.233,0.170,0.77912,0.14525,0.04350
0.420,0.230,0.41569,0.04218,0.27397
0.524,0.380,1.20958,0.27240,-25.17504
0.600,0.440,1.59644,0.27300,-17.37468
0.472,0.130,1.05471,0.03115,-72.56182
0.211,0.250,0.87481,0.21635,0.04836
0.621,0.170,1.00946,0.04828,-310.27538
0.371,0.200,1.55811,0.11342,0.15060
0.482,0.470,0.69774,0.37087,0.32993
0.324,0.470,0.84822,0.43413,0.10844
0.498,0.010,1.09341,0.00027,-111.59774
0.371,0.500,1.03013,0.46193,0.26459
0.203,0.380,0.38015,0.38015,-0.00346
0.232,0.090,0.71814,0.07477,0.03915
0.222,0.260,1.00062,0.22688,0.05168
0.262,0.490,0.49016,0.49016,-0.00178
0.271,0.390,2.41302,0.35348,-9.80541
0.441,0.370,1.05427,0.27555,-45.36536
0.468,0.240,1.62364,0.19125,-15.41452
0.602,0.160,1.18825,0.07534,-44.25445
0.303,0.170,0.95586,0.01947,0.55543
0.590,0.500,0.92102,0.42154,0.98143
0.511,0.330,1.03901,0.12144,-118.60856
0.327,0.010,1.83863,0.01011,-12.55251
0.448,0.090,1.94806,0.03283,-12.69720
0.363,0.340,1.92945,0.20090,15.97806
0.207,0.170,0.70759,0.14403,0.03836
0.212,0.070,0.60666,0.05581,0.03345
0.464,0.400,0.82599,0.20133,0.39876
0.620,0.260,0.99926,0.16831,-66.30083
0.616,0.150,0.99328,0.08844,-79.88442
0.575,0.350,1.14018,0.30000,-85.50682
0.404,0.380,2.15561,0.26531,0.16049
0.498,0.060,1.10585,0.00138,-58.40948
0.613,0.290,1.15001,0.18999,-62.17412
0.237,0.320,0.65626,0.28408,0.26118
0.503,0.110,1.04823,0.00394,-92.68484
0.509,0.250,1.36683,0.12036,-143.46208
0.438,0.140,0.74336,0.05060,4.86500
0.234,0.080,0.65210,0.06633,0.03998
0.387,0.030,0.66098,0.00705,0.41006
0.337,0.500,1.22147,0.46310,2.61055
0.260,0.110,1.19283,0.06151,0.93311
0.619,0.090,0.31183,0.02200,36.51300
0.226,0.430,-1.00000,-1.00000,0.00000
0.599,0.380,1.29232,0.00159,-30.49965
0.397,0.190,1.20453,0.12404,-94.59501
0.387,0.070,1.17670,0.00556,-30.84433
0.348,0.380,0.47948,0.24697,0.11535
0.571,0.010,0.19460,0.00051,9.20700
0.517,0.300,1.51500,0.03377,-16.96220
0.267,0.480,-1.00000,-1.00000,0.00000
0.494,0.460,1.09882,0.10940,0.21560
0.628,0.180,1.01463,0.11819,-184.46886
0.312,0.460,0.73042,0.42339,0.10467
0.536,0.320,1.43222,0.10070,-20.41556
0.264,0.460,0.93473,0.41520,0.10633
0.396,0.210,1.65154,0.13752,-16.48483
0.626,0.500,2.35631,0.17989,1.09101
0.440,0.190,3.75657,0.06063,0.38901
0.238,0.470,0.47016,0.47016,-0.00298
0.366,0.230,0.94286,0.12802,0.15226
0.357,0.500,1.02678,0.46564,1.20421
0.250,0.240,1.38101,0.21161,-50.07743
0.621,0.160,0.19947,0.00010,34.82500
0.505,0.260,0.73295,0.05499,2.48568
0.521,0.070,1.01309,0.00153,-169.80463
0.301,0.120,1.15129,0.03253,-38.04535
0.481,0.370,1.79747,0.29344,-14.34310
0.380,0.400,1.07700,0.27866,-54.45836
0.440,0.320,1.11256,0.23931,-30.62255
0.336,0.440,0.61020,0.37733,0.10719
0.628,0.250,0.73923,0.16381,-123.13402
0.240,0.130,0.78673,0.10909,0.04417
0.465,0.050,1.18756,0.03021,-58.81606
0.232,0.160,0.75562,0.13607,0.04250
0.435,0.130,1.21222,0.09296,-58.71767
0.600,0.100,1.08024,0.03482,-114.69966
0.283,0.090,1.26818,0.07079,-23.35794
0.346,0.020,1.64773,0.01527,1.63437
0.496,0.450,1.97141,0.35737,0.21312
0.406,0.270,2.37412,0.18582,-10.98196
0.402,0.350,1.85709,0.23938,-13.66196
0.618,0.420,1.35924,0.21919,-22.26433
0.338,0.370,0.37015,0.22888,0.11643
0.205,0.270,0.93962,0.23358,0.05251
0.453,0.020,1.53291,0.00284,8.07292
0.424,0.270,1.15927,0.12630,0.31389
0.319,0.200,0.96603,0.03082,0.16698
0.220,0.330,3.28171,0.29021,0.10542
0.609,0.010,0.21394,0.00179,-54.54480
0.432,0.310,1.05708,0.22083,-42.71472
0.283,0.220,1.47406,0.06803,0.37744
0.202,0.400,0.40015,0.40015,-0.00391
0.285,0.480,1.06060,0.43689,0.11317
0.486,0.010,1.00694,0.00127,-307.00422
0.439,0.100,0.93827,0.04954,7.12426
0.549,0.210,1.04995,0.13836,-86.33889
0.342,0.220,1.19135,0.09047,5.14503
0.399,0.220,2.11669,0.14205,-42.24896
0.564,0.230,1.25090,0.16214,-31.59744
0.313,0.030,2.44152,0.02363,0.17790
0.535,0.170,1.06296,0.06079,-239.60490
0.557,0.410,1.56991,0.34888,-16.54621
0.583,0.380,0.99833,0.00463,3.62302
0.418,0.490,2.58989,0.40167,0.56889
0.453,0.350,1.62153,0.26697,-92.04773
0.584,0.380,1.05323,0.01455,-84.22417
0.318,0.460,0.72392,0.42422,0.10547
