#a_0,e_0,emax,emin,tcol
0.491,0.070,0.70260,0.00215,1.65492
0.250,0.360,0.36048,0.36048,-0.01009
0.584,0.340,0.77842,0.06127,1.26938
0.699,0.300,0.36009,0.00086,5.98300
0.431,0.010,0.98645,0.00970,0.35639
0.366,0.260,1.47547,0.18409,0.17548
0.310,0.290,0.76579,0.25938,0.16271
0.620,0.460,1.49149,0.37546,-28.14369
0.221,0.410,0.41050,0.41050,-0.01319
0.511,0.090,1.26566,0.02171,-37.68075
0.682,0.270,1.09865,0.06041,-86.85144
0.244,0.270,-1.00000,-1.00000,0.00000
0.210,0.180,-1.00000,-1.00000,0.00000
0.346,0.420,0.82339,0.38286,1.10091
0.374,0.050,1.15390,0.04167,-49.16489
0.391,0.240,2.69807,0.13719,-17.05137
0.234,0.150,0.69554,0.12517,0.10240
0.656,0.170,1.19909,0.04466,-161.50760
0.342,0.070,0.83375,0.05918,2.30340
0.293,0.320,0.61276,0.28546,0.18331
0.490,0.310,0.77724,0.06875,0.76272
0.266,0.410,-1.00000,-1.00000,0.00000
0.433,0.230,0.51668,0.04175,0.28111
0.300,0.000,0.53441,0.00036,0.08205
0.260,0.490,-1.00000,-1.00000,0.00000
0.504,0.030,0.81196,0.00924,25.00037
0.495,0.330,1.26555,0.23776,-40.39829
0.629,0.470,2.29581,0.38685,-32.51658
0.436,0.100,0.40076,0.00407,0.26732
0.384,0.320,1.53195,0.29280,-23.36491
0.367,0.470,0.86138,0.43066,0.32957
0.677,0.450,1.03990,0.08691,-46.14768
0.665,0.400,1.03862,0.29860,-46.18211
0.232,0.080,0.59583,0.06362,0.08190
0.535,0.310,1.13843,0.03692,-54.82558
0.430,0.180,0.48773,0.01834,0.27909
0.638,0.380,1.05625,0.22140,-50.92097
0.455,0.380,0.79887,0.34796,0.23276
0.666,0.350,1.05354,0.21912,-89.56853
0.244,0.040,0.53740,0.03568,0.07481
0.370,0.420,1.27038,0.38545,-39.45591
0.567,0.010,1.44161,0.00761,-106.40406
0.474,0.430,1.28727,0.40263,-37.00489
0.453,0.130,0.35918,0.02504,0.25523
0.379,0.270,1.04142,0.21688,0.17378
0.275,0.490,-1.00000,-1.00000,0.00000
0.619,0.400,0.98014,0.16711,2.81301
0.321,0.410,0.99203,0.21772,0.33273
0.327,0.330,0.76296,0.29798,0.18279
0.437,0.060,0.47719,0.01235,0.27810
0.350,0.360,0.53532,0.32796,0.20173
0.600,0.010,1.38309,0.00715,-54.24964
0.303,0.030,0.62961,0.02646,0.08595
0.625,0.070,1.10066,0.00295,-276.80463
0.318,0.500,0.50053,0.50053,-0.00833
0.233,0.200,0.20043,0.20043,-0.00259
0.385,0.390,0.70519,0.35896,0.21667
0.629,0.420,0.76145,0.04921,1.60829
0.467,0.120,0.39096,0.02414,0.25779
0.359,0.480,-1.00000,-1.00000,0.00000
0.319,0.100,0.95907,0.08519,0.27056
0.231,0.320,0.32047,0.32047,-0.01146
0.365,0.470,0.89077,0.43042,0.33176
0.610,0.070,1.11945,0.00645,-78.02351
0.369,0.140,1.89629,0.11988,-21.02486
0.367,0.400,0.89074,0.36669,0.22476
0.641,0.360,1.47891,0.25670,-37.75272
0.272,0.340,-1.00000,-1.00000,0.00000
0.677,0.310,1.10677,0.02918,-147.74767
0.564,0.220,1.24278,0.01667,-43.82820
0.304,0.170,1.12886,0.14788,-53.81318
0.687,0.410,1.42793,0.02296,-30.13366
0.632,0.500,1.38033,0.43042,-23.66748
0.573,0.150,1.11747,0.00661,-63.87279
0.361,0.240,4.11522,0.05274,0.18986
0.564,0.420,2.66816,0.33199,-35.16687
0.200,0.160,0.16041,0.16041,-0.01415
0.415,0.460,0.77920,0.42661,0.28255
0.659,0.490,1.64238,0.24103,0.45163
0.505,0.400,0.78857,0.07113,1.26910
0.548,0.000,1.26405,0.00036,-138.65919
0.443,0.260,0.33174,0.14141,0.25057
0.415,0.410,0.95674,0.38005,0.23200
0.675,0.080,0.56431,0.00193,-114.93599
0.280,0.100,0.58303,0.08392,0.08888
0.567,0.180,1.12168,0.00689,-65.20350
0.305,0.400,0.40050,0.40050,-0.00322
0.560,0.170,0.69207,0.06110,4.19990
0.630,0.380,1.09627,0.15005,-54.47534
0.650,0.340,1.00632,0.23708,-49.78108
0.395,0.050,1.00593,0.04003,135.87047
0.606,0.240,1.08266,0.09650,-69.80345
0.392,0.380,0.58870,0.35013,0.21299
0.298,0.140,0.78492,0.12081,0.10407
0.686,0.440,1.19225,0.32651,-46.82393
0.350,0.080,0.82410,0.06662,1.61809
0.292,0.090,0.55893,0.07553,0.09025
0.278,0.260,0.48330,0.22923,0.16602
0.290,0.140,0.66131,0.12103,0.10108
0.577,0.030,1.14267,0.00568,-102.37420
0.572,0.040,1.00617,0.00143,-223.35401
0.289,0.250,1.34469,0.17013,0.20255
0.239,0.420,-1.00000,-1.00000,0.00000
0.545,0.370,1.36683,0.23484,-32.20363
0.406,0.280,1.18933,0.21741,-39.52921
0.470,0.380,0.86680,0.33310,0.24626
0.334,0.000,1.19816,0.00036,-46.60571
0.658,0.490,1.68640,0.22405,0.45549
0.628,0.400,1.74841,0.29930,-24.54062
0.690,0.260,0.80045,0.16259,5.07608
0.469,0.500,0.59495,0.45283,0.32720
0.477,0.120,0.43771,0.02889,0.26737
0.565,0.400,1.06394,0.30298,-65.05268
0.697,0.100,0.25168,0.00867,-159.40656
0.419,0.080,0.40377,0.03519,0.27271
0.380,0.500,1.18039,0.45913,0.39349
0.638,0.100,1.13214,0.00272,-100.31185
0.238,0.250,0.25045,0.25045,-0.00690
0.382,0.160,1.15153,0.06727,-52.83682
0.358,0.090,1.12900,0.07476,-55.07689
0.595,0.140,1.04512,0.01044,-165.63257
0.547,0.460,0.90989,0.40681,4.59857
0.567,0.110,1.12386,0.01170,-182.12158
0.367,0.250,1.64930,0.13780,0.17978
0.513,0.500,0.57536,0.02578,0.41138
0.366,0.360,0.51535,0.32933,0.20369
0.228,0.280,-1.00000,-1.00000,0.00000
0.244,0.140,0.64337,0.11725,0.09686
0.233,0.500,0.50053,0.50053,-0.01258
0.462,0.500,0.60157,0.46744,0.32721
0.363,0.320,1.12338,0.29147,0.17761
0.337,0.070,1.13923,0.05915,4.19585
0.311,0.330,0.59409,0.29647,0.18662
0.455,0.470,1.20727,0.43912,0.28583
0.246,0.430,0.43051,0.43051,-0.01173
0.427,0.490,0.62614,0.45523,0.32339
0.214,0.490,-1.00000,-1.00000,0.00000
0.262,0.240,8.25226,0.20062,0.21221
0.441,0.390,0.77933,0.36277,0.22911
0.396,0.360,0.47271,0.32047,0.21047
0.203,0.090,0.09039,0.09039,-0.00728
0.645,0.470,1.13404,0.38277,-32.28736
0.471,0.020,1.48251,0.01571,-32.79477
0.318,0.300,1.04449,0.26932,0.16277
0.216,0.420,0.42051,0.42051,-0.01347
0.503,0.320,1.66406,0.14260,3.60855
0.583,0.380,1.09224,0.04863,-69.42054
0.680,0.360,1.12944,0.02327,-58.61083
0.312,0.180,1.43572,0.15720,-32.88174
0.200,0.030,0.59150,0.03037,0.07606
0.682,0.470,1.05316,0.30506,10.01895
0.348,0.330,2.28950,0.29977,-15.53244
0.431,0.030,0.54617,0.01875,0.30662
0.609,0.310,0.81852,0.17017,3.81136
0.255,0.050,0.56290,0.04099,0.07700
0.381,0.360,0.49485,0.29224,0.20698
0.484,0.460,0.64671,0.38749,0.29168
0.380,0.070,1.02705,0.05662,-125.05822
0.386,0.110,0.43503,0.09040,0.43903
0.391,0.030,0.99785,0.02434,0.36299
0.218,0.480,0.48053,0.48053,-0.01317
0.434,0.400,0.88065,0.37187,0.23056
0.313,0.320,0.85265,0.28743,0.17438
0.352,0.330,2.22089,0.30009,-16.00761
0.423,0.070,0.42610,0.03123,0.27419
0.259,0.400,-1.00000,-1.00000,0.00000
0.263,0.110,0.58056,0.09177,0.08856
0.506,0.340,1.12927,0.24723,-63.72994
0.687,0.240,1.28690,0.14257,-94.67585
0.482,0.250,0.62488,0.14265,0.26819
0.534,0.420,2.46917,0.29004,0.31094
0.468,0.250,0.46961,0.14282,0.24562
0.309,0.350,0.57771,0.31465,0.20110
0.305,0.220,2.41722,0.19403,-17.05803
0.532,0.160,1.09367,0.08189,-67.33899
0.561,0.350,1.26698,0.21330,-44.30964
0.475,0.460,0.74616,0.36886,0.29083
0.305,0.110,0.71782,0.09443,0.09950
0.683,0.040,0.31666,0.00183,-144.68862
0.230,0.260,0.26045,0.26045,-0.00969
0.675,0.440,1.59429,0.34128,-27.52172
0.696,0.280,1.17294,0.01670,-86.17367
0.454,0.230,0.33569,0.12024,0.24541
0.607,0.410,0.66095,0.15783,1.32738
0.506,0.260,1.47442,0.15511,-88.14275
0.417,0.220,0.87945,0.10776,1.27741
0.245,0.290,0.29046,0.29046,-0.00789
0.595,0.450,0.45052,0.24212,0.37763
0.234,0.120,0.63289,0.09815,0.09167
0.584,0.160,1.31479,0.03616,-62.12020
0.259,0.480,0.48053,0.48053,-0.01146
0.502,0.430,2.26822,0.09767,0.36056
0.311,0.420,0.42051,0.42051,-0.00417
0.538,0.300,1.44253,0.16706,4.43329
0.488,0.070,1.06094,0.00206,6.01248
0.701,0.000,1.27972,0.00036,-295.01889
0.221,0.090,0.64711,0.07130,0.08539
0.237,0.400,0.40050,0.40050,-0.01206
0.498,0.350,1.08451,0.26460,14.80720
0.309,0.450,0.45052,0.45052,-0.00685
0.316,0.460,-1.00000,-1.00000,0.00000
0.294,0.300,1.11150,0.26721,0.16367
0.282,0.400,0.40050,0.40050,-0.00758
0.339,0.220,2.89985,0.19210,0.37655
0.631,0.350,1.20477,0.01033,-49.98004
0.303,0.310,1.07809,0.27726,0.16759
0.527,0.480,1.21213,0.45283,3.25121
0.648,0.370,1.87799,0.26723,-26.76075
0.403,0.220,1.05010,0.10237,-77.21850
0.447,0.410,1.02668,0.38213,0.24088
0.291,0.290,0.87723,0.25776,0.16191
0.394,0.130,0.52031,0.06661,0.28923
0.468,0.220,0.45765,0.11007,0.24956
0.641,0.500,1.01587,0.42684,-23.67695
0.648,0.450,1.67279,0.13376,-25.73192
0.259,0.020,0.52514,0.02036,0.07352
0.557,0.260,1.14764,0.15267,-63.83870
0.702,0.360,1.13669,0.07900,-66.04588
0.556,0.450,1.18228,0.38404,-44.27544
0.491,0.000,0.34618,0.00036,0.46270
0.413,0.370,0.50311,0.34209,0.21516
0.692,0.220,0.96784,0.12547,76.77874
0.497,0.130,4.47171,0.04473,1.11248
0.223,0.200,0.20043,0.20043,-0.00804
0.325,0.470,0.47052,0.47052,-0.00614
0.288,0.100,0.68945,0.08446,0.09068
0.527,0.270,0.89147,0.16812,-32.42885
0.654,0.000,0.17843,0.00036,-78.70468
0.497,0.250,1.89169,0.14430,6.26335
0.278,0.170,0.75841,0.14770,0.10953
0.626,0.050,0.30213,0.00163,15.68900
0.503,0.500,0.60454,0.03212,0.41848
0.285,0.040,0.57312,0.03339,0.08095
0.346,0.240,2.85912,0.06492,0.20376
0.547,0.100,0.96343,0.01139,15.55639
0.533,0.270,1.44244,0.02413,-49.47943
0.323,0.430,0.43051,0.43051,-0.00250
0.293,0.390,0.39050,0.39050,-0.00501
0.353,0.010,1.58291,0.01036,3.01815
0.505,0.430,1.88980,0.05955,0.32960
0.238,0.070,0.62097,0.05582,0.07961
0.432,0.370,0.57957,0.34320,0.22087
0.641,0.070,1.04951,0.00243,-105.80903
0.540,0.120,-1.00000,-1.00000,0.00000
0.267,0.120,0.61994,0.10124,0.09117
0.497,0.430,1.98557,0.00867,0.68574
0.506,0.130,1.17143,0.04884,-49.09002
0.539,0.370,1.85408,0.20371,-23.44829
0.214,0.040,0.58069,0.03931,0.07566
0.679,0.140,1.07211,0.05195,-201.22638
0.436,0.040,0.49785,0.00995,0.29447
0.588,0.040,1.52021,0.00631,-851.65162
0.594,0.290,2.22395,0.12369,-18.94844
0.652,0.070,0.16460,0.00111,1.99000
0.515,0.090,1.48566,0.02345,-33.94238
0.232,0.110,0.64632,0.08913,0.08905
0.347,0.080,2.02305,0.06680,-19.97660
0.555,0.230,1.10413,0.05791,1.77449
0.213,0.310,0.31047,0.31047,-0.01353
0.297,0.350,0.69176,0.31332,0.20574
0.356,0.090,1.23572,0.07484,-42.16366
0.500,0.320,0.93631,0.22291,6.19100
0.264,0.400,0.40050,0.40050,-0.00971
0.326,0.320,1.12748,0.28860,0.17237
0.507,0.170,1.01916,0.07921,-139.28191
0.253,0.490,0.49053,0.49053,-0.01180
0.276,0.310,0.62129,0.27462,0.18274
0.421,0.450,0.92805,0.19241,0.32040
0.660,0.500,1.62909,0.27983,0.43830
0.388,0.440,1.01172,0.34612,-55.68852
0.216,0.400,-1.00000,-1.00000,0.00000
0.232,0.050,0.56059,0.04197,0.07623
0.502,0.360,1.24015,0.27735,-46.56449
0.475,0.390,1.75530,0.34605,-22.82529
0.508,0.310,1.49673,0.20887,-37.30918
0.259,0.240,171.33804,0.16510,0.21523
0.633,0.050,1.93771,0.00097,-93.45802
0.224,0.110,0.61302,0.08843,0.09038
0.596,0.100,1.26679,0.00950,-113.76810
0.512,0.380,0.64061,0.06959,0.84227
0.536,0.350,1.21394,0.16748,-42.82308
0.581,0.200,0.98696,0.01253,5.87333
0.293,0.220,1.24600,0.19348,-46.65158
0.623,0.330,1.09169,0.18515,-88.05214
0.617,0.400,1.22275,0.30007,13.17038
0.459,0.170,0.39040,0.06052,0.25125
0.656,0.220,1.20510,0.00943,-65.67258
0.369,0.240,1.45327,0.09248,0.18489
0.625,0.450,0.94298,0.16540,8.05678
0.476,0.000,1.00201,0.00036,0.37548
0.585,0.210,-1.00000,-1.00000,0.00000
0.250,0.150,0.72812,0.12707,0.09984
0.208,0.040,0.59887,0.04032,0.07648
0.520,0.020,0.70893,0.01430,29.21909
0.283,0.430,0.43051,0.43051,-0.00878
0.564,0.390,0.53263,0.09485,0.82684
0.457,0.270,0.36222,0.17009,0.23926
0.463,0.430,1.07269,0.40203,-74.16631
0.566,0.220,1.10398,0.01215,-69.75168
0.346,0.080,2.13839,0.06686,-19.14197
0.433,0.120,0.39899,0.00936,0.26798
0.330,0.200,0.70781,0.17633,0.94684
0.537,0.120,1.09014,0.00079,-101.77531
0.397,0.110,0.57767,0.07144,0.28338
0.388,0.310,1.98308,0.28350,-18.33303
0.665,0.290,1.11030,0.00918,-92.59221
0.673,0.290,1.59371,0.03248,-38.10836
0.224,0.020,0.57819,0.02036,0.07137
0.474,0.110,0.40883,0.02054,0.26537
0.662,0.410,1.43868,0.30905,-35.46858
0.339,0.290,0.95915,0.26155,0.16566
0.524,0.220,1.65563,0.01678,-111.17538
0.545,0.200,1.04820,0.11245,-119.94422
0.292,0.270,0.54089,0.23945,0.16387
0.301,0.290,0.87541,0.25863,0.16187
0.640,0.140,0.17739,0.00250,-160.83926
0.691,0.000,0.47876,0.00036,-298.85691
0.515,0.360,2.27545,0.27140,-48.56763
0.613,0.060,1.99263,0.00168,-49.54288
0.573,0.410,1.02023,0.21572,-125.58493
0.571,0.160,1.73138,0.00238,-34.26556
0.523,0.290,1.21034,0.04106,-71.21392
0.354,0.060,1.18986,0.05042,-57.17829
0.703,0.270,1.49339,0.17554,-43.77017
0.394,0.320,0.95067,0.29337,7.46049
0.549,0.400,1.50971,0.29076,-29.14191
0.315,0.110,0.98602,0.09395,0.19959
0.353,0.180,2.41721,0.15804,0.48668
0.652,0.010,0.42676,0.00338,-159.13947
0.627,0.500,1.04320,0.43266,-23.67260
0.295,0.130,0.78370,0.11209,0.09952
0.530,0.350,0.99533,0.05359,-86.57016
0.670,0.220,0.98181,0.06301,-61.47013
0.534,0.270,1.19895,0.09254,-47.10194
0.480,0.010,1.42632,0.00971,0.88222
0.415,0.490,0.73683,0.45406,0.32805
0.618,0.210,1.03843,0.06394,-67.78667
0.375,0.230,3.86952,0.06842,-15.83987
0.277,0.310,0.62457,0.27472,0.18197
0.240,0.340,-1.00000,-1.00000,0.00000
0.594,0.270,1.17276,0.02898,5.09284
0.400,0.490,0.94770,0.45247,0.33878
0.697,0.490,0.49053,0.22808,0.82875
0.573,0.480,0.48053,0.13152,0.37152
0.339,0.060,1.07217,0.05005,2.03838
0.675,0.380,1.09916,0.18496,-41.18235
0.487,0.340,0.84889,0.22404,0.50451
0.416,0.250,1.29842,0.15660,-35.12595
0.457,0.160,0.36302,0.05142,0.25242
0.518,0.180,0.86022,0.09146,4.14320
0.664,0.240,1.01062,0.05187,-141.24041
0.463,0.470,1.43277,0.43969,0.28723
0.311,0.190,1.49322,0.16643,-33.34450
0.511,0.010,0.36515,0.00879,0.93216
0.449,0.130,0.37769,0.02416,0.25624
0.306,0.340,0.57893,0.30515,0.19529
0.526,0.290,1.01313,0.17512,-54.11274
0.694,0.390,1.37826,0.01853,-28.55307
0.358,0.080,0.69117,0.06617,0.93622
0.463,0.040,0.53437,0.01136,0.27915
0.643,0.330,1.08633,0.22641,-71.98717
0.669,0.180,1.01321,0.03031,-232.85241
0.232,0.460,0.46052,0.46052,-0.01264
0.687,0.200,1.18918,0.10562,-66.50194
0.492,0.290,2.07457,0.18729,-19.38768
0.653,0.350,2.39226,0.13558,3.05624
0.388,0.210,1.37325,0.04832,-31.66069
0.675,0.220,0.98899,0.05287,106.41111
0.517,0.350,1.33921,0.25718,-42.15025
0.407,0.480,0.63807,0.44414,0.31882
0.431,0.170,0.46010,0.01766,0.27469
0.341,0.290,0.77533,0.26168,0.16624
0.238,0.460,0.46052,0.46052,-0.01236
0.330,0.160,0.88187,0.13892,3.17477
0.654,0.070,1.28651,0.00120,-143.18672
0.408,0.250,1.10053,0.15956,-52.28811
0.387,0.470,0.65110,0.43295,0.31523
0.332,0.170,2.50730,0.14826,-47.33312
0.469,0.490,1.36444,0.41981,-25.42986
0.229,0.490,0.49053,0.49053,-0.01274
0.312,0.490,0.49053,0.49053,-0.00842
0.254,0.120,0.60377,0.10007,0.09051
0.308,0.370,0.86994,0.33282,0.21832
0.263,0.430,-1.00000,-1.00000,0.00000
0.639,0.260,1.23090,0.01824,-40.50601
0.661,0.490,1.69627,0.28209,0.44827
0.563,0.140,1.09389,0.01232,-58.75519
0.577,0.360,0.36048,0.04306,0.59054
0.398,0.150,0.54627,0.00973,0.30372
0.336,0.310,1.42125,0.28009,0.16734
0.491,0.010,1.47333,0.00936,-75.05865
0.378,0.060,0.54274,0.04871,0.60356
0.526,0.140,1.10455,0.00067,-68.76695
0.332,0.240,1.10739,0.15116,-60.60785
0.294,0.210,2.29187,0.18433,-23.76680
0.638,0.320,0.66819,0.21568,2.14904
0.342,0.440,0.78563,0.40053,0.29854
0.307,0.290,0.80322,0.25913,0.16236
0.529,0.210,2.09114,0.11875,-27.59363
0.261,0.490,0.49053,0.49053,-0.01145
0.423,0.030,0.55537,0.02421,0.28796
0.492,0.220,0.81253,0.11503,1.90046
0.545,0.160,1.04081,0.00353,-203.13147
0.282,0.100,0.60680,0.08406,0.08926
0.392,0.000,0.84464,0.00036,0.47054
0.489,0.240,1.28377,0.13314,-36.49485
0.536,0.500,0.52727,0.10084,0.34552
0.657,0.050,0.38140,0.00231,-62.02761
0.506,0.180,0.62739,0.08636,2.42916
0.494,0.190,1.34103,0.08985,-32.74008
0.374,0.310,1.11906,0.28270,0.17653
0.597,0.330,1.32967,0.22463,-37.06657
0.661,0.120,0.16255,0.00014,-105.78380
0.247,0.420,0.42051,0.42051,-0.01155
0.562,0.020,1.49987,0.00880,-30.55237
0.556,0.480,0.52686,0.11517,0.41763
0.211,0.320,0.32047,0.32047,-0.01380
