#a_0,e_0,emax,emin,tcol
0.846,0.100,0.11177,0.07678,100000.00000
0.733,0.210,0.22195,0.17281,100000.00000
1.013,0.080,0.09015,0.06345,100000.00000
0.224,0.360,0.36114,0.36114,-0.00889
1.380,0.070,0.07771,0.05979,100000.00000
0.575,0.480,1.71471,0.13187,1.05146
0.320,0.220,0.61657,0.12934,0.58569
0.572,0.280,0.98175,0.20868,-45.98185
0.697,0.390,1.05612,0.29903,-76.16046
0.559,0.040,0.06088,0.00000,100000.00000
0.939,0.440,0.97124,0.40057,-816.74162
0.263,0.480,-1.00000,-1.00000,0.00000
0.688,0.220,0.23758,0.17553,100000.00000
0.390,0.090,1.00662,0.00265,-7.19790
0.745,0.320,0.33128,0.26964,100000.00000
0.743,0.080,0.09333,0.05052,100000.00000
1.024,0.040,0.05051,0.02434,100000.00000
0.307,0.180,0.69798,0.14178,0.32710
1.424,0.120,0.12742,0.11003,100000.00000
0.544,0.060,0.07599,0.00119,100000.00000
0.741,0.450,1.17309,0.33809,-67.62584
0.626,0.020,0.04278,0.00001,100000.00000
0.455,0.130,0.15133,0.00001,100000.00000
0.595,0.470,1.74363,0.20484,-4.75461
1.479,0.190,0.19714,0.18024,100000.00000
0.905,0.460,0.47018,0.41640,100000.00000
0.448,0.220,1.01579,0.00426,-13.23807
1.061,0.260,0.26930,0.24196,100000.00000
0.766,0.390,0.98067,0.33733,-176.81917
1.338,0.300,0.30774,0.28749,100000.00000
0.401,0.200,1.96582,0.02415,2.00051
0.836,0.320,0.32950,0.28018,100000.00000
0.801,0.280,0.29087,0.24476,100000.00000
1.359,0.070,0.07781,0.05956,100000.00000
0.672,0.140,0.15333,0.10024,100000.00000
0.507,0.230,1.41941,0.14962,-7.42656
1.453,0.100,0.10731,0.09038,100000.00000
0.417,0.270,1.59635,0.02350,-1.67684
1.288,0.290,0.29798,0.27680,100000.00000
1.191,0.090,0.09873,0.07716,100000.00000
0.738,0.480,1.05189,0.33691,-142.17086
0.617,0.340,0.98843,0.22932,-46.23873
0.621,0.330,1.42376,0.19289,-145.56801
0.204,0.160,0.16097,0.16097,-0.00446
0.225,0.440,-1.00000,-1.00000,0.00000
1.411,0.090,0.09751,0.08002,100000.00000
1.459,0.460,0.46698,0.44556,100000.00000
0.310,0.210,1.10207,0.17107,0.23982
1.056,0.070,0.07984,0.05464,100000.00000
0.813,0.340,0.35215,0.29885,100000.00000
0.759,0.120,0.13266,0.09052,100000.00000
1.094,0.220,0.22923,0.20381,100000.00000
0.408,0.260,1.85600,0.07758,-2.82021
0.239,0.160,0.46454,0.13360,0.05617
1.215,0.340,0.34824,0.32417,100000.00000
0.848,0.390,0.39918,0.31706,100000.00000
0.937,0.200,0.21040,0.17883,100000.00000
0.354,0.410,0.48577,0.21418,0.21356
1.401,0.280,0.28748,0.26864,100000.00000
1.385,0.080,0.08766,0.06979,100000.00000
0.661,0.270,0.28004,0.20481,100000.00000
0.314,0.150,1.37671,0.10935,-1.88206
1.371,0.310,0.31759,0.29784,100000.00000
0.272,0.220,0.53746,0.18876,0.07267
1.493,0.410,0.41705,0.39773,100000.00000
1.359,0.220,0.22769,0.20870,100000.00000
1.222,0.500,0.50687,0.46380,100000.00000
0.934,0.150,0.16060,0.12985,100000.00000
1.241,0.270,0.27824,0.25626,100000.00000
0.613,0.360,1.10955,0.20704,-38.87833
0.949,0.400,0.40637,0.36134,100000.00000
1.192,0.310,0.31840,0.29435,100000.00000
0.429,0.340,0.99968,0.02089,1.28486
0.755,0.050,0.06381,0.02251,100000.00000
1.482,0.360,0.36712,0.34864,100000.00000
0.446,0.170,1.31351,0.00139,-26.91806
0.792,0.180,0.19181,0.15093,100000.00000
0.842,0.000,0.02865,0.00001,100000.00000
1.466,0.310,0.31720,0.29909,100000.00000
1.317,0.170,0.17793,0.15854,100000.00000
0.305,0.020,1.17891,0.01518,-1.76748
0.286,0.100,1.90574,0.07597,3.53264
0.733,0.130,0.14286,0.09782,100000.00000
0.701,0.260,0.27043,0.21420,100000.00000
0.329,0.360,1.27090,0.30154,0.11080
0.361,0.090,2.21019,0.01217,0.36412
0.315,0.060,1.10619,0.04024,-2.81876
0.265,0.220,0.46772,0.18878,0.06950
0.373,0.330,0.47165,0.08319,0.20333
0.938,0.220,0.23031,0.19828,100000.00000
0.809,0.160,0.17186,0.13308,100000.00000
0.503,0.040,0.06590,0.00001,100000.00000
0.226,0.200,0.51750,0.16883,0.05833
1.033,0.320,0.32934,0.29885,100000.00000
1.203,0.000,0.01765,0.00000,100000.00000
0.838,0.180,0.19139,0.15418,100000.00000
1.192,0.440,0.44818,0.41868,100000.00000
0.267,0.320,0.87867,0.10758,0.50340
1.137,0.380,0.38854,0.36019,100000.00000
0.992,0.090,0.10030,0.07272,100000.00000
0.228,0.460,0.46122,0.46122,-0.00957
0.532,0.220,1.07555,0.11681,-939.41786
0.885,0.400,0.42727,0.35898,100000.00000
0.366,0.250,1.68397,0.01807,0.26195
0.216,0.190,0.19100,0.19100,-0.00062
0.513,0.390,1.70847,0.12879,20.92948
1.286,0.090,0.09815,0.07858,100000.00000
0.754,0.220,0.24573,0.18444,100000.00000
1.041,0.040,0.05034,0.02476,100000.00000
1.339,0.220,0.22778,0.20843,100000.00000
1.377,0.110,0.11764,0.09957,100000.00000
0.425,0.390,0.99094,0.27024,-3.36895
0.345,0.360,2.58915,0.28056,-0.70924
0.233,0.000,0.37701,0.00084,0.04470
0.259,0.030,0.42786,0.02279,0.05405
1.281,0.240,0.24806,0.22735,100000.00000
0.475,0.330,1.65369,0.16267,-1.41300
1.083,0.280,0.28912,0.26215,100000.00000
0.975,0.350,0.35941,0.32386,100000.00000
0.872,0.070,0.08172,0.04863,100000.00000
0.869,0.470,1.02042,0.31911,-725.73087
0.308,0.020,0.90667,0.01516,3.69541
0.444,0.390,1.36589,0.15797,0.21236
0.944,0.370,0.37798,0.33251,100000.00000
0.973,0.050,0.06083,0.03279,100000.00000
1.056,0.420,0.42731,0.38534,100000.00000
1.283,0.500,0.50700,0.47615,100000.00000
1.271,0.160,0.16817,0.14795,100000.00000
1.299,0.030,0.03853,0.01931,100000.00000
0.411,0.210,1.25579,0.03246,-2.85812
0.586,0.270,1.29570,0.17018,-31.77819
0.802,0.110,0.12222,0.08399,100000.00000
0.755,0.430,0.99356,0.30662,-119.65809
0.995,0.360,0.36860,0.32656,100000.00000
0.392,0.190,1.01853,0.06695,-3.95084
0.822,0.240,0.25088,0.20788,100000.00000
1.270,0.070,0.07830,0.05847,100000.00000
0.222,0.050,0.41467,0.03828,0.04455
1.246,0.200,0.20827,0.18721,100000.00000
0.423,0.310,0.93843,0.00102,2.66567
0.441,0.320,1.58626,0.17833,-4.77833
0.608,0.030,0.04966,0.00001,100000.00000
1.499,0.450,0.45688,0.43669,100000.00000
0.772,0.400,0.98898,0.33515,-434.04836
1.434,0.200,0.20731,0.18967,100000.00000
1.360,0.090,0.09776,0.07948,100000.00000
0.682,0.290,0.30772,0.23193,100000.00000
0.572,0.000,0.05799,0.00000,100000.00000
1.410,0.130,0.13747,0.11984,100000.00000
0.439,0.000,1.11262,0.00008,-15009.04970
1.285,0.460,0.46752,0.44089,100000.00000
0.524,0.430,1.31445,0.11246,-3.95317
0.776,0.340,0.34452,0.28323,100000.00000
0.771,0.030,0.04466,0.00490,100000.00000
0.699,0.150,0.16291,0.11165,100000.00000
0.491,0.290,1.19075,0.08224,-4.04985
0.829,0.310,0.31895,0.25738,100000.00000
0.747,0.500,1.13502,0.39715,-18.79643
0.947,0.030,0.04174,0.01259,100000.00000
0.576,0.000,0.05702,0.00001,100000.00000
0.734,0.240,0.25149,0.19991,100000.00000
1.190,0.210,0.21858,0.19613,100000.00000
0.527,0.040,0.06045,0.00000,100000.00000
1.428,0.200,0.20754,0.18958,100000.00000
0.216,0.270,-1.00000,-1.00000,0.00000
0.758,0.250,0.26755,0.21289,100000.00000
0.473,0.310,1.67851,0.13583,4.65953
1.173,0.440,0.44776,0.41744,100000.00000
1.375,0.450,0.45728,0.43411,100000.00000
0.920,0.350,0.35965,0.31962,100000.00000
0.394,0.140,1.52730,0.02506,-4.31988
0.224,0.250,0.25105,0.25105,-0.00483
0.309,0.280,1.03243,0.11775,0.13450
0.332,0.460,0.52240,0.42226,0.13926
0.589,0.290,1.04804,0.19475,-314.28295
1.253,0.390,0.39789,0.37339,100000.00000
0.490,0.450,1.12917,0.04408,0.45617
0.493,0.000,0.08966,0.00001,100000.00000
1.425,0.390,0.39726,0.37705,100000.00000
0.647,0.490,1.72816,0.22351,-5.37036
0.774,0.130,0.14239,0.10140,100000.00000
0.619,0.100,0.11502,0.05423,100000.00000
0.722,0.000,0.03668,0.00001,100000.00000
0.588,0.420,1.05486,0.23008,-8.69270
1.476,0.320,0.32716,0.30909,100000.00000
0.823,0.440,0.97647,0.31590,-451.22996
1.004,0.210,0.21983,0.19125,100000.00000
0.294,0.400,1.33265,0.36237,0.10829
0.364,0.070,1.25354,0.01003,-8.91541
0.854,0.090,0.10175,0.06739,100000.00000
1.147,0.010,0.02179,0.00000,100000.00000
0.509,0.050,0.06912,0.00001,100000.00000
1.256,0.310,0.31812,0.29583,100000.00000
0.334,0.410,1.08211,0.37446,-1.69954
1.209,0.420,0.42786,0.40026,100000.00000
0.236,0.120,0.44797,0.09693,0.05223
1.152,0.150,0.15889,0.13601,100000.00000
0.642,0.110,0.12410,0.06716,100000.00000
0.959,0.000,0.02377,0.00000,100000.00000
1.205,0.210,0.21850,0.19646,100000.00000
1.162,0.300,0.30860,0.28389,100000.00000
0.461,0.490,1.40769,0.39334,0.19739
0.545,0.400,1.13638,0.28113,-16.16736
1.470,0.390,0.39711,0.37783,100000.00000
0.929,0.270,0.28370,0.24578,100000.00000
0.322,0.220,1.05505,0.10583,-1.99260
0.354,0.160,0.96585,0.01259,-5.44019
0.910,0.390,0.39868,0.35002,100000.00000
0.291,0.080,2.04911,0.05859,0.55756
0.835,0.140,0.15167,0.11521,100000.00000
0.726,0.380,0.98346,0.27831,-69575.30739
0.616,0.380,0.97948,0.22993,-20.24763
0.602,0.170,0.18249,0.11153,100000.00000
1.313,0.330,0.33784,0.31652,100000.00000
1.197,0.190,0.19856,0.17646,100000.00000
0.445,0.390,2.31797,0.17459,0.21307
0.699,0.470,1.02363,0.31004,-14.39007
0.872,0.250,0.26753,0.22327,100000.00000
0.744,0.120,0.13284,0.08928,100000.00000
0.766,0.360,0.94256,0.29587,-1969.11077
1.444,0.020,0.02798,0.01105,100000.00000
0.868,0.170,0.18121,0.14632,100000.00000
0.581,0.050,0.06734,0.00055,100000.00000
1.352,0.430,0.43739,0.41433,100000.00000
0.468,0.390,2.32846,0.19878,-2.77824
0.931,0.360,0.37211,0.32959,100000.00000
0.525,0.190,0.19729,0.08975,100000.00000
0.854,0.220,0.23099,0.19363,100000.00000
0.284,0.270,1.56753,0.23701,-1.55804
1.036,0.450,0.45831,0.41644,100000.00000
1.364,0.080,0.08776,0.06957,100000.00000
0.845,0.090,0.10186,0.06693,100000.00000
1.494,0.480,0.48679,0.46539,100000.00000
0.277,0.010,0.47570,0.01085,0.06472
1.255,0.150,0.15826,0.13778,100000.00000
0.261,0.380,0.38116,0.38116,-0.00532
0.467,0.410,0.75991,0.24141,1.32622
0.287,0.190,0.82893,0.03818,0.78734
1.226,0.360,0.36813,0.34384,100000.00000
1.337,0.430,0.43823,0.41399,100000.00000
0.786,0.360,0.38139,0.27147,100000.00000
0.408,0.380,1.71751,0.03953,1.70794
1.479,0.160,0.16716,0.15039,100000.00000
0.531,0.020,0.05568,0.00001,100000.00000
1.178,0.290,0.29855,0.27452,100000.00000
1.406,0.260,0.26746,0.24893,100000.00000
0.521,0.340,1.00589,0.24275,-3.61370
1.495,0.400,0.40702,0.38800,100000.00000
1.180,0.140,0.14872,0.12661,100000.00000
0.309,0.040,0.70058,0.02820,0.87612
0.914,0.440,0.96766,0.37041,-7111.26846
0.613,0.250,0.26363,0.17864,100000.00000
1.189,0.070,0.07885,0.05727,100000.00000
0.966,0.240,0.25002,0.21897,100000.00000
1.228,0.270,0.27831,0.25601,100000.00000
0.360,0.490,0.73976,0.45278,0.15428
1.054,0.300,0.30991,0.28042,100000.00000
0.746,0.230,0.24219,0.19303,100000.00000
1.160,0.180,0.18880,0.16587,100000.00000
1.048,0.330,0.33905,0.30859,100000.00000
0.239,0.460,0.46122,0.46122,-0.00908
1.389,0.110,0.11759,0.09971,100000.00000
0.234,0.100,0.45089,0.07921,0.05033
1.265,0.440,0.44760,0.42127,100000.00000
1.245,0.350,0.35806,0.33456,100000.00000
0.763,0.330,0.35754,0.28658,100000.00000
0.779,0.240,0.25117,0.20529,100000.00000
0.742,0.010,0.03229,0.00002,100000.00000
0.720,0.210,0.22184,0.17045,100000.00000
1.272,0.310,0.31801,0.29613,100000.00000
0.605,0.370,1.03743,0.23553,-32.09192
0.372,0.350,0.43162,0.09613,0.19876
1.427,0.320,0.32746,0.30778,100000.00000
1.463,0.300,0.30724,0.28917,100000.00000
1.124,0.420,0.42820,0.39684,100000.00000
0.400,0.040,1.04229,0.01172,-4.56957
0.979,0.380,0.38929,0.35150,100000.00000
0.520,0.430,1.59992,0.28660,-1.86510
1.132,0.240,0.24891,0.22441,100000.00000
0.461,0.070,0.07404,0.00001,100000.00000
0.883,0.030,0.04264,0.01038,100000.00000
1.057,0.220,0.22942,0.20275,100000.00000
0.955,0.350,0.35922,0.32167,100000.00000
0.312,0.310,0.72511,0.13493,0.11726
0.586,0.220,0.22950,0.12842,100000.00000
0.411,0.160,1.51830,0.00342,-20.91424
1.493,0.320,0.32710,0.30930,100000.00000
0.206,0.020,0.40436,0.01980,0.03936
1.108,0.030,0.03999,0.01647,100000.00000
0.509,0.380,1.84186,0.11807,-6.04344
1.064,0.450,0.45637,0.41054,100000.00000
0.796,0.260,0.27101,0.22603,100000.00000
1.221,0.490,0.49716,0.46228,100000.00000
1.064,0.340,0.34895,0.31913,100000.00000
1.036,0.220,0.22956,0.20207,100000.00000
0.982,0.320,0.32993,0.29633,100000.00000
1.418,0.260,0.26741,0.24907,100000.00000
1.433,0.220,0.22766,0.20969,100000.00000
0.718,0.300,0.30959,0.20043,100000.00000
1.399,0.080,0.08759,0.06994,100000.00000
0.984,0.010,0.02415,0.00000,100000.00000
0.422,0.110,1.47658,0.00531,-8.27605
1.322,0.260,0.26784,0.24777,100000.00000
0.828,0.010,0.02835,0.00001,100000.00000
0.936,0.470,0.96984,0.37704,-2010.65507
0.315,0.230,0.68467,0.05607,1.34272
0.636,0.090,0.10467,0.04755,100000.00000
1.460,0.410,0.41713,0.39722,100000.00000
1.274,0.400,0.40780,0.38366,100000.00000
0.744,0.220,0.23207,0.18361,100000.00000
0.572,0.120,0.13335,0.05483,100000.00000
1.443,0.310,0.31729,0.29870,100000.00000
0.976,0.450,0.46879,0.40476,100000.00000
0.321,0.420,1.22408,0.38334,-1.27173
1.090,0.190,0.19925,0.17416,100000.00000
1.034,0.370,0.37914,0.34603,100000.00000
0.593,0.080,0.09529,0.03011,100000.00000
1.422,0.140,0.14741,0.12992,100000.00000
0.971,0.310,0.31967,0.28625,100000.00000
0.382,0.090,1.23578,0.00116,-7.13887
0.276,0.230,0.51307,0.19835,0.07696
0.721,0.210,0.22185,0.17067,100000.00000
0.844,0.070,0.08207,0.04729,100000.00000
0.740,0.080,0.09337,0.05027,100000.00000
0.754,0.410,0.98490,0.34802,-65.93938
1.076,0.190,0.19936,0.17380,100000.00000
0.741,0.330,0.34091,0.26888,100000.00000
1.346,0.060,0.06792,0.04948,100000.00000
1.033,0.290,0.29943,0.27008,100000.00000
1.337,0.230,0.23779,0.21831,100000.00000
1.100,0.000,0.01979,0.00000,100000.00000
0.308,0.100,0.50116,0.01936,0.60514
0.360,0.460,0.54906,0.42406,0.14569
1.296,0.010,0.01996,0.00071,100000.00000
0.275,0.310,0.82471,0.27523,0.44195
0.899,0.280,0.29020,0.25336,100000.00000
0.855,0.440,0.98704,0.35912,-50428.61277
0.998,0.490,0.98631,0.42716,-1990.82247
1.023,0.440,0.44844,0.40521,100000.00000
0.244,0.160,0.47167,0.13328,0.05715
0.538,0.180,0.19218,0.09563,100000.00000
0.274,0.320,0.58302,0.07894,0.33027
1.275,0.260,0.26807,0.24705,100000.00000
0.336,0.230,2.62574,0.03236,-1.13927
0.353,0.430,0.45364,0.21014,0.14356
0.318,0.220,0.38900,0.13993,0.33414
0.897,0.290,0.30010,0.26243,100000.00000
0.464,0.340,1.11246,0.04597,-5.55231
0.347,0.190,1.05349,0.00372,-2.18469
0.814,0.370,0.38163,0.32242,100000.00000
0.576,0.180,0.18829,0.08948,100000.00000
1.297,0.140,0.14807,0.12846,100000.00000
0.797,0.020,0.03551,0.00001,100000.00000
0.461,0.330,2.19867,0.05234,1.82577
0.801,0.330,0.34001,0.28736,100000.00000
1.327,0.280,0.28781,0.26758,100000.00000
0.608,0.280,0.96411,0.18581,-827.72588
1.143,0.420,0.42881,0.39795,100000.00000
0.644,0.240,0.24692,0.14756,100000.00000
0.702,0.090,0.10377,0.05628,100000.00000
0.312,0.420,0.72549,0.38274,0.12156
0.290,0.140,0.87170,0.10950,2.47676
1.363,0.100,0.10773,0.08946,100000.00000
0.373,0.180,1.17090,0.02451,0.82540
0.513,0.410,1.46547,0.10461,-3.95028
0.692,0.480,1.13847,0.40044,-12.81898
1.002,0.330,0.33927,0.30641,100000.00000
0.706,0.480,1.38347,0.13974,-29.40604
0.686,0.390,1.03679,0.23371,-64.35157
0.738,0.440,1.04233,0.36452,-37.79945
1.415,0.120,0.12746,0.10994,100000.00000
0.954,0.500,0.98174,0.36553,-352.01143
0.558,0.130,0.18733,0.06481,100000.00000
1.250,0.000,0.01685,0.00000,100000.00000
0.235,0.380,0.38116,0.38116,-0.00826
1.213,0.140,0.14852,0.12719,100000.00000
0.355,0.450,0.47385,0.41416,0.14283
0.375,0.320,0.37895,0.02482,0.19593
1.203,0.320,0.32835,0.30441,100000.00000
0.609,0.190,0.20550,0.12995,100000.00000
1.301,0.210,0.21798,0.19798,100000.00000
1.185,0.220,0.22860,0.20589,100000.00000
0.402,0.400,0.58817,0.29529,0.16685
0.268,0.160,0.43385,0.13192,0.06473
0.642,0.360,0.98493,0.23038,-333.86615
1.295,0.380,0.38778,0.36483,100000.00000
1.301,0.350,0.35785,0.33584,100000.00000
0.878,0.330,0.34849,0.29850,100000.00000
0.924,0.490,0.93719,0.38147,-1313.12837
0.440,0.070,0.09287,0.00001,100000.00000
0.388,0.290,0.93465,0.12323,1.06972
0.838,0.290,0.30024,0.25662,100000.00000
1.236,0.470,0.47758,0.44809,100000.00000
1.125,0.000,0.01925,0.00000,100000.00000
1.318,0.350,0.35782,0.33617,100000.00000
0.718,0.120,0.13314,0.08670,100000.00000
0.988,0.390,0.41429,0.35986,100000.00000
0.320,0.250,2.68053,0.04964,0.13219
0.622,0.400,1.10564,0.23697,-22.94175
0.385,0.460,0.64111,0.41572,0.15451
1.300,0.140,0.14806,0.12850,100000.00000
1.105,0.250,0.25904,0.23351,100000.00000
0.747,0.330,0.34175,0.27822,100000.00000
1.424,0.350,0.35733,0.33797,100000.00000
1.261,0.230,0.23817,0.21709,100000.00000
0.377,0.080,1.25278,0.01015,8.64439
0.857,0.380,0.38950,0.33631,100000.00000
1.056,0.160,0.16956,0.14368,100000.00000
0.933,0.240,0.25024,0.21710,100000.00000
0.675,0.190,0.20264,0.14638,100000.00000
1.183,0.230,0.23860,0.21571,100000.00000
0.305,0.380,0.79296,0.34400,0.10747
1.073,0.060,0.06977,0.04516,100000.00000
1.476,0.480,0.48735,0.46509,100000.00000
1.375,0.070,0.07773,0.05974,100000.00000
0.928,0.380,0.39001,0.34710,100000.00000
0.817,0.200,0.21139,0.17046,100000.00000
0.585,0.290,1.38446,0.21706,-17.48592
0.407,0.480,0.97598,0.42822,-3.89050
0.434,0.250,1.05831,0.13342,-6.08007
0.463,0.380,1.95528,0.25574,-7.21084
0.515,0.100,0.11100,0.02135,100000.00000
0.719,0.040,0.05501,0.01029,100000.00000
0.590,0.020,0.04599,0.00000,100000.00000
1.446,0.010,0.01882,0.00164,100000.00000
0.616,0.360,1.04540,0.18391,-21.78627
0.951,0.460,0.98758,0.39037,-6639.43542
1.464,0.490,0.49685,0.47427,100000.00000
1.206,0.220,0.22848,0.20632,100000.00000
1.267,0.110,0.11866,0.09816,100000.00000
0.855,0.290,0.30039,0.25926,100000.00000
1.346,0.000,0.01544,0.00001,100000.00000
0.570,0.080,0.09564,0.02301,100000.00000
1.332,0.410,0.41761,0.39473,100000.00000
1.090,0.310,0.31896,0.28915,100000.00000
0.379,0.380,0.38116,0.14361,0.16581
1.371,0.470,0.47719,0.45294,100000.00000
1.474,0.230,0.23721,0.21991,100000.00000
0.684,0.240,0.25379,0.19211,100000.00000
1.057,0.100,0.10970,0.08437,100000.00000
0.987,0.210,0.21997,0.19063,100000.00000
0.968,0.420,0.42863,0.38227,100000.00000
1.494,0.410,0.41702,0.39776,100000.00000
0.978,0.290,0.29979,0.26764,100000.00000
0.918,0.070,0.08119,0.05052,100000.00000
1.375,0.300,0.30758,0.28801,100000.00000
0.525,0.260,0.98249,0.02925,-50.85199
1.270,0.340,0.34797,0.32545,100000.00000
1.271,0.370,0.37790,0.35462,100000.00000
0.722,0.340,0.34304,0.25999,100000.00000
0.781,0.360,0.36334,0.29879,100000.00000
0.463,0.480,3.31587,0.37659,0.20189
0.487,0.400,2.13559,0.23585,0.52566
0.884,0.390,0.41207,0.35342,100000.00000
0.528,0.320,0.96375,0.15188,-20.35687
0.605,0.500,1.30812,0.39325,0.89460
0.687,0.160,0.17484,0.12119,100000.00000
0.896,0.400,0.40468,0.35749,100000.00000
1.319,0.250,0.25786,0.23783,100000.00000
1.205,0.230,0.23847,0.21616,100000.00000
1.402,0.430,0.43726,0.41552,100000.00000
0.633,0.420,1.02671,0.27537,-15.67216
1.054,0.040,0.05022,0.02506,100000.00000
1.154,0.340,0.34852,0.32242,100000.00000
1.241,0.050,0.05861,0.03826,100000.00000
1.075,0.070,0.07968,0.05508,100000.00000
1.475,0.080,0.08724,0.07065,100000.00000
1.134,0.190,0.19898,0.17522,100000.00000
0.571,0.330,1.02115,0.20399,-45.54183
1.011,0.470,0.47745,0.43624,100000.00000
0.308,0.310,0.63077,0.08357,0.12072
0.980,0.010,0.02424,0.00000,100000.00000
0.228,0.200,0.52367,0.16911,0.05856
1.116,0.030,0.03991,0.01662,100000.00000
1.046,0.500,0.95622,0.45298,-1279.38794
0.801,0.090,0.10241,0.06442,100000.00000
0.921,0.170,0.18066,0.14892,100000.00000
0.788,0.450,1.01251,0.37410,-97.75194
1.126,0.010,0.02186,0.00000,100000.00000
0.545,0.140,0.15620,0.07064,100000.00000
1.010,0.040,0.05065,0.02399,100000.00000
0.626,0.010,0.04222,0.00001,100000.00000
0.756,0.070,0.08331,0.04187,100000.00000
1.055,0.120,0.12965,0.10413,100000.00000
0.693,0.330,0.98913,0.26697,-1986.59424
1.229,0.000,0.01721,0.00001,100000.00000
0.809,0.290,0.30144,0.25491,100000.00000
1.458,0.080,0.08732,0.07050,100000.00000
1.482,0.180,0.18714,0.17032,100000.00000
1.344,0.470,0.47702,0.45150,100000.00000
1.022,0.310,0.31935,0.28879,100000.00000
0.902,0.350,0.35932,0.31670,100000.00000
0.826,0.080,0.09219,0.05613,100000.00000
1.199,0.170,0.17857,0.15670,100000.00000
0.253,0.060,0.40949,0.04600,0.05311
0.720,0.390,1.04652,0.26807,-661.75278
0.337,0.110,1.30141,0.00701,-6.02428
0.876,0.400,0.41299,0.35666,100000.00000
0.688,0.040,0.05569,0.00740,100000.00000
0.577,0.210,0.21399,0.09311,100000.00000
0.965,0.050,0.06093,0.03248,100000.00000
1.056,0.470,0.48794,0.43606,100000.00000
0.907,0.070,0.08132,0.05010,100000.00000
0.300,0.310,1.04039,0.07987,0.13130
0.725,0.080,0.09360,0.04896,100000.00000
1.450,0.270,0.27728,0.25936,100000.00000
1.435,0.490,0.49688,0.47355,100000.00000
