#a_0,e_0,emax,emin,tcol
1.188,0.100,0.11102,0.08599,100000.00000
0.969,0.360,0.37270,0.33611,100000.00000
1.307,0.220,0.22993,0.20699,100000.00000
0.456,0.150,1.00837,0.00040,-1544.33436
0.776,0.280,0.29547,0.24811,100000.00000
1.387,0.320,0.32939,0.30722,100000.00000
0.884,0.150,0.16440,0.12813,100000.00000
0.234,0.440,0.44115,0.44115,-0.00004
0.612,0.110,0.13088,0.07007,100000.00000
0.551,0.050,0.07696,0.00622,100000.00000
0.281,0.100,0.55450,0.02761,0.13761
0.985,0.400,0.41734,0.37485,100000.00000
0.817,0.240,0.25502,0.21288,100000.00000
1.056,0.360,0.37185,0.33963,100000.00000
0.570,0.050,0.07573,0.00898,100000.00000
0.484,0.480,0.99319,0.25802,-3.66519
0.661,0.490,1.01851,0.37642,-70.40382
0.231,0.340,1.17640,0.30915,0.07440
1.210,0.350,0.36064,0.33395,100000.00000
1.418,0.170,0.17923,0.15743,100000.00000
0.641,0.280,0.29721,0.23049,100000.00000
1.212,0.240,0.25050,0.22530,100000.00000
0.473,0.500,0.50170,0.22771,0.53620
0.736,0.470,0.95833,0.30864,-390.22095
0.232,0.060,2.21861,0.04781,-1.29282
1.060,0.170,0.18220,0.15311,100000.00000
0.609,0.250,0.27178,0.17799,100000.00000
1.447,0.200,0.20904,0.18819,100000.00000
1.355,0.100,0.10976,0.08830,100000.00000
1.267,0.150,0.16026,0.13684,100000.00000
1.353,0.360,0.36970,0.34634,100000.00000
1.089,0.160,0.17175,0.14379,100000.00000
0.988,0.260,0.27275,0.23991,100000.00000
0.487,0.220,0.23937,0.12554,100000.00000
1.051,0.060,0.07279,0.04403,100000.00000
0.216,0.500,0.50119,0.50119,-0.00452
1.008,0.430,0.44199,0.40388,100000.00000
0.647,0.060,0.08134,0.02658,100000.00000
1.025,0.210,0.22242,0.19178,100000.00000
1.381,0.210,0.21945,0.19793,100000.00000
1.081,0.470,0.48124,0.44435,100000.00000
0.524,0.070,0.09645,0.01855,100000.00000
1.473,0.210,0.21985,0.19877,100000.00000
1.122,0.260,0.27141,0.24349,100000.00000
1.105,0.340,0.35146,0.32167,100000.00000
0.803,0.090,0.10623,0.06571,100000.00000
0.521,0.170,0.19239,0.10424,100000.00000
1.427,0.400,0.40927,0.38681,100000.00000
0.431,0.280,1.19522,0.00390,-10.43794
0.296,0.190,0.40711,0.05070,0.12696
1.253,0.170,0.18035,0.15654,100000.00000
0.706,0.060,0.07937,0.03118,100000.00000
0.664,0.120,0.13913,0.08540,100000.00000
0.888,0.370,0.38349,0.34065,100000.00000
1.228,0.200,0.21052,0.18599,100000.00000
0.584,0.020,0.05347,0.00002,100000.00000
0.753,0.150,0.16671,0.12152,100000.00000
1.126,0.460,0.47094,0.43769,100000.00000
1.082,0.270,0.28175,0.25226,100000.00000
0.603,0.320,0.96937,0.25218,-269.84642
0.797,0.000,0.03546,0.00000,100000.00000
1.088,0.070,0.08222,0.05459,100000.00000
1.352,0.410,0.41965,0.39546,100000.00000
0.297,0.200,0.37583,0.06078,0.12605
0.388,0.460,0.72108,0.05282,0.63946
0.385,0.350,0.71375,0.18831,0.35925
1.307,0.350,0.35997,0.33575,100000.00000
0.227,0.100,1.25167,0.08239,-1.70269
1.198,0.110,0.12089,0.09608,100000.00000
0.774,0.380,0.39431,0.33682,100000.00000
1.172,0.010,0.02533,0.00001,100000.00000
0.862,0.130,0.14484,0.10756,100000.00000
0.790,0.020,0.04118,0.00011,100000.00000
0.861,0.310,0.32412,0.28266,100000.00000
1.285,0.190,0.20010,0.17687,100000.00000
0.637,0.150,0.16942,0.11130,100000.00000
0.578,0.000,0.05595,0.00001,100000.00000
1.384,0.230,0.23943,0.21787,100000.00000
0.581,0.060,0.08412,0.01927,100000.00000
1.279,0.370,0.38013,0.35493,100000.00000
1.161,0.440,0.45079,0.42005,100000.00000
0.714,0.090,0.10828,0.06054,100000.00000
0.276,0.230,1.01463,0.08550,-2.19956
0.482,0.250,1.03726,0.13864,-99.39652
1.214,0.250,0.26050,0.23493,100000.00000
0.733,0.440,0.96751,0.35208,-374.21865
1.427,0.160,0.16931,0.14879,100000.00000
0.775,0.490,0.95995,0.38425,-160.36983
1.445,0.090,0.09919,0.07916,100000.00000
1.349,0.080,0.08985,0.06829,100000.00000
0.698,0.220,0.23749,0.18367,100000.00000
0.978,0.470,0.48177,0.43771,100000.00000
1.232,0.440,0.45034,0.42215,100000.00000
0.294,0.480,1.31773,0.33991,-9.59866
0.818,0.070,0.08631,0.04673,100000.00000
1.077,0.040,0.05295,0.02505,100000.00000
1.026,0.300,0.31229,0.28028,100000.00000
1.375,0.420,0.42960,0.40566,100000.00000
0.568,0.010,0.05414,0.00001,100000.00000
0.438,0.120,1.03217,0.03656,-63.71897
0.248,0.310,1.00390,0.27135,0.07605
0.163,0.150,0.58501,0.12707,0.04018
1.165,0.320,0.33100,0.30353,100000.00000
0.206,0.360,0.85509,0.32344,0.07992
0.170,0.420,-1.00000,-1.00000,0.00000
1.264,0.250,0.26020,0.23614,100000.00000
1.316,0.270,0.27984,0.25674,100000.00000
1.017,0.150,0.16266,0.13226,100000.00000
0.764,0.030,0.05001,0.00703,100000.00000
0.188,0.000,0.45077,0.00080,0.03338
0.599,0.070,0.09269,0.03076,100000.00000
0.963,0.370,0.38273,0.34523,100000.00000
0.948,0.130,0.14356,0.11056,100000.00000
0.429,0.470,1.46615,0.16990,-2.00860
0.513,0.150,0.17403,0.08379,100000.00000
0.556,0.220,0.25966,0.15428,100000.00000
1.136,0.380,0.39115,0.36147,100000.00000
0.873,0.010,0.03238,0.00001,100000.00000
0.966,0.320,0.33282,0.29754,100000.00000
0.695,0.220,0.23784,0.18180,100000.00000
0.658,0.450,1.00613,0.32201,-60.46819
0.844,0.390,0.40374,0.35349,100000.00000
0.498,0.230,1.03724,0.13766,-362.44650
0.864,0.130,0.14481,0.10764,100000.00000
1.293,0.050,0.06053,0.03799,100000.00000
0.396,0.390,1.32330,0.27376,0.50758
0.763,0.080,0.09731,0.05390,100000.00000
0.415,0.290,1.28255,0.18660,-3.34186
1.385,0.250,0.25942,0.23776,100000.00000
0.730,0.010,0.03897,0.00000,100000.00000
0.345,0.450,0.89434,0.05831,0.14415
0.879,0.290,0.30401,0.26451,100000.00000
0.949,0.260,0.27322,0.23854,100000.00000
1.135,0.160,0.17134,0.14470,100000.00000
1.092,0.260,0.27168,0.24279,100000.00000
1.021,0.410,0.42197,0.38607,100000.00000
1.035,0.090,0.10262,0.07325,100000.00000
0.419,0.000,0.10737,0.00001,100000.00000
0.930,0.020,0.03719,0.00393,100000.00000
1.053,0.120,0.13215,0.10320,100000.00000
1.038,0.140,0.15225,0.12275,100000.00000
1.015,0.370,0.38220,0.34772,100000.00000
0.524,0.340,0.99014,0.17403,-65.93250
0.709,0.330,0.34611,0.26319,100000.00000
1.322,0.380,0.38985,0.36552,100000.00000
1.396,0.240,0.24936,0.22795,100000.00000
1.229,0.040,0.05233,0.02754,100000.00000
0.769,0.390,0.40410,0.34375,100000.00000
0.952,0.090,0.10378,0.07120,100000.00000
0.625,0.460,0.98516,0.35799,-23.78953
0.963,0.490,0.50845,0.45415,100000.00000
1.001,0.010,0.02853,0.00000,100000.00000
0.353,0.280,1.63839,0.14254,1.35139
0.728,0.040,0.06001,0.01400,100000.00000
0.887,0.110,0.12456,0.08881,100000.00000
0.791,0.010,0.03567,0.00001,100000.00000
1.492,0.440,0.44890,0.42702,100000.00000
1.244,0.340,0.35039,0.32480,100000.00000
1.402,0.100,0.10943,0.08873,100000.00000
0.418,0.180,1.32018,0.02444,-27313.88325
0.405,0.050,0.13880,0.00000,100000.00000
0.262,0.220,2.35622,0.03347,-0.65221
0.377,0.340,0.48716,0.03748,0.32697
0.712,0.500,0.96925,0.36778,-106.10626
1.157,0.340,0.35105,0.32298,100000.00000
0.992,0.370,0.38245,0.34659,100000.00000
0.505,0.140,0.16668,0.06675,100000.00000
1.186,0.390,0.40075,0.37253,100000.00000
0.445,0.070,0.20925,0.00002,100000.00000
0.921,0.000,0.02960,0.00000,100000.00000
0.963,0.070,0.08408,0.05180,100000.00000
0.754,0.010,0.03756,0.00000,100000.00000
0.609,0.020,0.05114,0.00002,100000.00000
0.542,0.240,0.25822,0.17020,100000.00000
1.221,0.340,0.35056,0.32435,100000.00000
0.321,0.470,1.06640,0.29235,0.22770
0.472,0.000,0.08160,0.00001,100000.00000
0.604,0.450,1.07243,0.18702,-67.80921
1.370,0.280,0.28953,0.26738,100000.00000
0.985,0.450,0.46194,0.42093,100000.00000
0.642,0.180,0.19879,0.14036,100000.00000
0.235,0.370,0.81700,0.33772,0.08302
0.385,0.210,1.08340,0.10054,-20.54323
0.544,0.110,0.13273,0.05966,100000.00000
0.862,0.320,0.33405,0.29222,100000.00000
1.247,0.250,0.26105,0.23580,100000.00000
0.503,0.420,1.08771,0.00567,-9.24520
0.994,0.340,0.35260,0.31800,100000.00000
0.617,0.050,0.07331,0.01454,100000.00000
0.225,0.020,1.08535,0.01762,-6.68551
0.895,0.230,0.24400,0.20707,100000.00000
0.290,0.350,0.38193,0.02704,0.12019
0.787,0.180,0.19586,0.15284,100000.00000
0.165,0.330,0.33106,0.33106,-0.00555
1.197,0.390,0.40066,0.37280,100000.00000
0.363,0.200,1.26544,0.00555,-19.93115
0.600,0.310,0.95833,0.24521,-521.15500
0.382,0.120,1.31033,0.01892,-13.04614
0.273,0.470,1.02377,0.43586,-2.30839
1.106,0.390,0.40138,0.37024,100000.00000
1.139,0.490,0.50460,0.46617,100000.00000
1.271,0.500,0.51000,0.48044,100000.00000
0.972,0.130,0.14324,0.11126,100000.00000
1.456,0.490,0.49903,0.47528,100000.00000
0.313,0.180,1.24721,0.05948,5.59050
1.489,0.340,0.34888,0.32825,100000.00000
1.461,0.470,0.47902,0.45586,100000.00000
0.233,0.300,0.64441,0.24383,0.07717
1.264,0.160,0.17027,0.14675,100000.00000
1.044,0.470,0.48139,0.44173,100000.00000
1.493,0.000,0.01724,0.00000,100000.00000
1.382,0.260,0.26944,0.24766,100000.00000
0.713,0.150,0.16758,0.11864,100000.00000
1.409,0.260,0.26928,0.24797,100000.00000
1.081,0.460,0.47125,0.43542,100000.00000
0.811,0.460,0.47359,0.40640,100000.00000
1.285,0.470,0.47982,0.45228,100000.00000
0.612,0.200,0.21966,0.15306,100000.00000
0.606,0.050,0.07383,0.01339,100000.00000
1.367,0.180,0.18955,0.16793,100000.00000
0.406,0.190,0.22325,0.07135,100000.00000
0.516,0.000,0.06812,0.00001,100000.00000
0.969,0.030,0.04510,0.01345,100000.00000
1.073,0.450,0.46136,0.42542,100000.00000
0.228,0.310,0.57160,0.28061,0.07534
1.086,0.110,0.12196,0.09414,100000.00000
0.403,0.460,1.18745,0.20102,-2.12340
0.214,0.330,0.85542,0.29726,0.07308
1.157,0.060,0.07161,0.04590,100000.00000
0.821,0.070,0.08624,0.04700,100000.00000
1.025,0.260,0.27237,0.24099,100000.00000
1.053,0.490,0.50112,0.46081,100000.00000
1.036,0.280,0.29222,0.26102,100000.00000
1.124,0.320,0.33135,0.30254,100000.00000
0.877,0.020,0.03846,0.00263,100000.00000
0.292,0.450,0.88250,0.41991,0.11116
1.238,0.080,0.09069,0.06667,100000.00000
0.767,0.000,0.03707,0.00001,100000.00000
0.279,0.070,0.55916,0.01882,0.13667
0.634,0.100,0.12036,0.06316,100000.00000
1.415,0.300,0.30924,0.28776,100000.00000
1.042,0.190,0.20227,0.17246,100000.00000
1.058,0.000,0.02519,0.00001,100000.00000
0.501,0.360,1.06583,0.16687,-44.29357
0.932,0.170,0.18364,0.14954,100000.00000
0.269,0.170,0.69256,0.02453,0.20659
0.646,0.180,0.20150,0.13988,100000.00000
1.248,0.100,0.11052,0.08689,100000.00000
0.959,0.440,0.45265,0.40429,100000.00000
0.477,0.150,0.17356,0.06902,100000.00000
0.152,0.450,0.45115,0.45115,-0.00671
0.939,0.090,0.10393,0.07080,100000.00000
0.350,0.260,1.58452,0.12547,-2.63850
1.274,0.370,0.38015,0.35484,100000.00000
1.263,0.470,0.48005,0.45178,100000.00000
1.109,0.160,0.17147,0.14411,100000.00000
1.446,0.460,0.46910,0.44588,100000.00000
1.499,0.430,0.43885,0.41726,100000.00000
0.189,0.490,0.49119,0.49119,-0.00554
0.249,0.190,0.52131,0.12111,0.36545
0.525,0.120,0.14386,0.06376,100000.00000
0.450,0.280,1.21922,0.19276,-8.77432
1.272,0.260,0.27021,0.24618,100000.00000
1.325,0.340,0.34992,0.32621,100000.00000
1.430,0.470,0.47918,0.45538,100000.00000
0.254,0.440,0.81516,0.40537,0.10417
0.892,0.050,0.06543,0.03027,100000.00000
0.984,0.140,0.15305,0.12149,100000.00000
0.230,0.170,0.78911,0.14569,0.68929
0.754,0.020,0.04257,0.00001,100000.00000
0.438,0.450,1.18899,0.31347,-1.45948
0.911,0.470,0.48258,0.43209,100000.00000
1.244,0.070,0.08069,0.05575,100000.00000
0.489,0.090,0.11573,0.02642,100000.00000
1.135,0.120,0.13143,0.10498,100000.00000
1.014,0.410,0.42204,0.38568,100000.00000
0.385,0.160,1.60067,0.05141,-6.54432
0.730,0.270,0.28628,0.23446,100000.00000
0.598,0.050,0.07423,0.01248,100000.00000
1.012,0.170,0.18264,0.15191,100000.00000
0.311,0.270,0.43829,0.14164,0.11954
1.481,0.390,0.39895,0.37745,100000.00000
0.772,0.280,0.29556,0.24773,100000.00000
1.203,0.490,0.50030,0.46885,100000.00000
1.495,0.250,0.25881,0.23890,100000.00000
1.314,0.450,0.45981,0.43375,100000.00000
0.677,0.170,0.18823,0.13461,100000.00000
0.503,0.450,1.12853,0.35171,-3.81241
0.599,0.370,1.02952,0.25446,-197.45445
0.875,0.080,0.09506,0.05889,100000.00000
0.298,0.450,0.92261,0.42058,0.11375
0.408,0.030,0.12005,0.00001,100000.00000
0.999,0.440,0.45197,0.41123,100000.00000
1.297,0.360,0.37002,0.34543,100000.00000
0.463,0.200,0.99624,0.00003,-46312.13478
0.780,0.310,0.32521,0.27658,100000.00000
1.209,0.310,0.32066,0.29459,100000.00000
0.731,0.450,0.96509,0.36741,-165.16892
0.333,0.260,1.61039,0.13956,-1.28197
0.351,0.000,0.90923,0.00080,5.13864
0.884,0.230,0.24405,0.20656,100000.00000
1.450,0.110,0.11911,0.09913,100000.00000
0.558,0.200,0.22329,0.11093,100000.00000
0.808,0.110,0.12596,0.08549,100000.00000
0.458,0.360,1.04963,0.00479,-13.78190
1.103,0.180,0.19166,0.16387,100000.00000
1.422,0.320,0.32922,0.30766,100000.00000
0.695,0.190,0.20777,0.15527,100000.00000
1.274,0.230,0.24016,0.21646,100000.00000
1.017,0.120,0.13261,0.10252,100000.00000
0.669,0.280,0.29724,0.23390,100000.00000
0.794,0.080,0.09903,0.05089,100000.00000
1.084,0.310,0.32172,0.29176,100000.00000
1.332,0.390,0.39979,0.37551,100000.00000
0.404,0.320,1.07579,0.17706,-5.49314
0.702,0.170,0.18767,0.13701,100000.00000
0.447,0.330,1.11807,0.16568,-16.10217
0.549,0.140,0.17782,0.08742,100000.00000
0.931,0.390,0.40290,0.36213,100000.00000
0.190,0.160,0.53925,0.13667,0.04287
0.913,0.310,0.32351,0.28544,100000.00000
1.318,0.060,0.07020,0.04807,100000.00000
1.450,0.340,0.34902,0.32779,100000.00000
0.230,0.300,0.56868,0.23823,0.07740
0.806,0.460,0.48085,0.40874,100000.00000
0.514,0.460,1.38551,0.02190,2.44319
0.962,0.350,0.36281,0.32621,100000.00000
1.284,0.180,0.19011,0.16691,100000.00000
0.910,0.220,0.23380,0.19789,100000.00000
1.443,0.250,0.25909,0.23839,100000.00000
1.255,0.250,0.26027,0.23602,100000.00000
1.329,0.020,0.03132,0.00946,100000.00000
0.532,0.260,0.27696,0.17626,100000.00000
0.864,0.490,0.97402,0.40128,-2843.88776
1.232,0.110,0.12060,0.09656,100000.00000
1.064,0.010,0.02711,0.00000,100000.00000
0.256,0.240,0.96308,0.05155,0.08661
1.064,0.430,0.44170,0.40543,100000.00000
1.134,0.070,0.08173,0.05540,100000.00000
0.268,0.050,0.48984,0.03695,0.13248
1.343,0.010,0.02278,0.00117,100000.00000
1.446,0.380,0.38900,0.36725,100000.00000
0.314,0.270,0.50394,0.14184,0.12452
0.258,0.140,2.61500,0.09569,-1.65215
0.775,0.090,0.10686,0.06429,100000.00000
1.250,0.020,0.03212,0.00874,100000.00000
0.503,0.360,1.02881,0.09156,-31.51612
0.206,0.290,1.22537,0.15138,0.09443
0.816,0.430,0.44302,0.38314,100000.00000
0.622,0.370,0.97435,0.26949,-4001.53834
0.457,0.360,1.60453,0.21672,-6.83545
0.172,0.140,0.56095,0.11848,0.03935
0.974,0.120,0.13324,0.10142,100000.00000
1.122,0.490,0.50079,0.46502,100000.00000
0.384,0.210,1.32120,0.10040,-4.54250
1.000,0.120,0.13298,0.10213,100000.00000
0.801,0.270,0.28521,0.24054,100000.00000
0.980,0.500,0.51823,0.44519,100000.00000
0.579,0.180,0.20055,0.12927,100000.00000
1.255,0.280,0.29037,0.26576,100000.00000
0.328,0.370,2.44409,0.26871,-2.15834
0.973,0.020,0.03624,0.00475,100000.00000
0.291,0.150,0.42522,0.01096,0.13167
0.367,0.090,0.99955,0.00026,-85.09180
0.841,0.300,0.31448,0.27176,100000.00000
1.447,0.190,0.19906,0.17827,100000.00000
0.266,0.150,1.76600,0.06604,-4.64594
0.374,0.190,1.19078,0.00092,-26.21871
1.294,0.330,0.34009,0.31582,100000.00000
1.478,0.300,0.30890,0.28845,100000.00000
0.875,0.190,0.20446,0.16706,100000.00000
0.509,0.430,1.19694,0.12296,-11.66312
1.420,0.500,0.50915,0.48426,100000.00000
1.279,0.090,0.10035,0.07721,100000.00000
0.172,0.420,0.42113,0.42113,-0.00585
1.436,0.440,0.44917,0.42620,100000.00000
0.270,0.500,1.02057,0.46253,0.13485
1.118,0.230,0.24150,0.21377,100000.00000
0.207,0.500,0.50119,0.50119,-0.00493
0.955,0.270,0.28313,0.24853,100000.00000
0.747,0.390,0.43474,0.33291,100000.00000
1.128,0.000,0.02326,0.00001,100000.00000
1.370,0.210,0.21952,0.19781,100000.00000
0.627,0.490,1.04715,0.35968,-12.87286
0.707,0.060,0.07923,0.03116,100000.00000
1.078,0.370,0.38165,0.35002,100000.00000
0.408,0.020,0.11964,0.00001,100000.00000
1.013,0.390,0.40237,0.36663,100000.00000
0.786,0.140,0.15614,0.11376,100000.00000
1.429,0.480,0.48925,0.46506,100000.00000
0.304,0.360,0.39717,0.27647,0.10708
1.486,0.330,0.33887,0.31831,100000.00000
0.634,0.380,0.95872,0.26643,-551.55061
0.301,0.290,0.30356,0.15247,0.11765
1.465,0.200,0.20895,0.18818,100000.00000
1.038,0.430,0.44176,0.40534,100000.00000
1.073,0.070,0.08239,0.05430,100000.00000
0.963,0.360,0.37276,0.33579,100000.00000
1.228,0.310,0.32053,0.29495,100000.00000
0.426,0.390,1.64227,0.26838,-2.78234
0.416,0.460,1.16617,0.21309,-3.94272
1.051,0.020,0.03481,0.00611,100000.00000
0.447,0.200,1.40989,0.06548,-34.96670
0.945,0.100,0.11376,0.08084,100000.00000
1.088,0.340,0.35163,0.32119,100000.00000
0.559,0.070,0.09454,0.02504,100000.00000
0.725,0.060,0.07882,0.03241,100000.00000
0.981,0.000,0.02749,0.00001,100000.00000
0.999,0.090,0.10299,0.07227,100000.00000
0.160,0.290,-1.00000,-1.00000,0.00000
0.508,0.200,0.24995,0.09832,100000.00000
0.492,0.390,1.13131,0.26902,-21.16365
0.636,0.350,0.36480,0.27696,100000.00000
0.676,0.170,0.18827,0.13450,100000.00000
1.241,0.340,0.35041,0.32474,100000.00000
1.191,0.290,0.30081,0.27452,100000.00000
0.703,0.230,0.24724,0.19386,100000.00000
0.731,0.190,0.20687,0.15875,100000.00000
0.740,0.220,0.23661,0.18782,100000.00000
0.803,0.080,0.09642,0.05595,100000.00000
0.409,0.070,0.12796,0.00000,100000.00000
1.163,0.500,0.51043,0.47628,100000.00000
1.482,0.290,0.29888,0.27856,100000.00000
1.468,0.190,0.20493,0.17234,100000.00000
0.535,0.000,0.06373,0.00001,100000.00000
1.164,0.100,0.11124,0.08562,100000.00000
1.458,0.380,0.38899,0.36742,100000.00000
1.152,0.230,0.24112,0.21440,100000.00000
0.913,0.400,0.41354,0.36928,100000.00000
1.253,0.030,0.04141,0.01809,100000.00000
0.906,0.130,0.14415,0.10920,100000.00000
1.114,0.380,0.39133,0.36084,100000.00000
1.262,0.490,0.49999,0.47078,100000.00000
0.643,0.350,0.98203,0.27678,-4919.15521
1.191,0.470,0.48048,0.44953,100000.00000
1.021,0.080,0.09289,0.06306,100000.00000
1.445,0.230,0.23908,0.21850,100000.00000
1.140,0.050,0.06195,0.03581,100000.00000
0.839,0.320,0.33441,0.29039,100000.00000
0.998,0.390,0.40231,0.36590,100000.00000
0.782,0.390,0.40405,0.34795,100000.00000
1.102,0.380,0.39148,0.36046,100000.00000
0.969,0.310,0.32284,0.28799,100000.00000
0.505,0.120,0.14670,0.05544,100000.00000
0.793,0.190,0.20571,0.16293,100000.00000
1.158,0.020,0.03325,0.00735,100000.00000
0.498,0.370,1.12315,0.15499,-8.61515
0.399,0.240,1.67366,0.13373,-5.70039
1.245,0.370,0.38036,0.35425,100000.00000
1.218,0.140,0.15066,0.12620,100000.00000
1.257,0.020,0.03205,0.00880,100000.00000
0.819,0.030,0.04839,0.00920,100000.00000
1.104,0.210,0.22166,0.19368,100000.00000
1.331,0.080,0.08998,0.06812,100000.00000
0.727,0.070,0.08844,0.04212,100000.00000
0.953,0.000,0.02843,0.00001,100000.00000
1.192,0.450,0.46062,0.43061,100000.00000
0.380,0.390,0.49053,0.04744,0.28602
0.414,0.200,0.98071,0.00036,-23481.70547
0.232,0.360,1.00299,0.32796,0.07777
0.770,0.370,0.38700,0.32929,100000.00000
1.291,0.440,0.44996,0.42356,100000.00000
0.378,0.130,1.13769,0.01528,-7.26895
1.110,0.130,0.14165,0.11445,100000.00000
1.326,0.270,0.27978,0.25688,100000.00000
0.484,0.300,0.97085,0.09288,-60.60036
0.637,0.160,0.17929,0.12079,100000.00000
0.530,0.320,1.01614,0.13656,-561.35007
1.408,0.170,0.17982,0.15835,100000.00000
1.405,0.020,0.03058,0.00996,100000.00000
1.434,0.160,0.16916,0.14866,100000.00000
0.666,0.030,0.05390,0.00171,100000.00000
0.188,0.470,-1.00000,-1.00000,0.00000
0.194,0.340,0.34107,0.34107,-0.00178
0.766,0.090,0.10705,0.06380,100000.00000
0.449,0.260,1.11479,0.17489,-41.14249
1.050,0.050,0.06299,0.03423,100000.00000
0.280,0.010,0.47892,0.01021,0.24509
0.332,0.170,0.80498,0.07161,3.05444
0.229,0.010,1.12284,0.01080,-2.28623
1.043,0.200,0.21225,0.18237,100000.00000
0.800,0.190,0.20560,0.16334,100000.00000
0.963,0.030,0.04520,0.01331,100000.00000
1.277,0.360,0.37015,0.34508,100000.00000
1.409,0.210,0.21929,0.19822,100000.00000
1.486,0.290,0.29886,0.27860,100000.00000
1.191,0.280,0.29094,0.26465,100000.00000
0.186,0.120,0.50496,0.10100,0.03902
1.331,0.090,0.09995,0.07807,100000.00000
