#mu,eb,a_crit
0.290,0.68,4.21
0.320,0.32,3.46
0.360,0.16,2.73
0.270,0.22,3.10
0.280,0.47,3.83
0.260,0.02,2.28
0.330,0.52,3.85
0.290,0.69,4.21
0.370,0.40,3.50
0.340,0.77,4.06
0.310,0.08,2.65
0.360,0.17,2.75
0.320,0.33,3.46
0.280,0.48,3.84
0.270,0.23,3.13
0.330,0.53,3.85
0.260,0.03,2.27
0.370,0.41,3.51
0.290,0.70,4.21
0.360,0.18,2.76
0.340,0.78,4.27
0.280,0.49,3.84
0.310,0.09,2.66
0.320,0.34,3.46
0.270,0.24,3.14
0.370,0.42,3.52
0.290,0.71,4.22
0.260,0.04,2.27
0.330,0.54,3.86
0.280,0.50,3.84
0.360,0.19,2.77
0.340,0.79,4.27
0.310,0.10,2.67
0.320,0.35,3.46
0.270,0.25,3.18
0.280,0.51,3.85
0.290,0.72,4.22
0.370,0.43,3.54
0.360,0.20,3.08
0.260,0.05,2.35
0.340,0.80,4.27
0.330,0.55,3.87
0.310,0.11,2.67
0.350,0.00,2.25
0.320,0.36,3.47
0.290,0.73,4.23
0.270,0.26,3.19
0.280,0.52,3.85
0.360,0.21,3.10
0.260,0.06,2.35
0.370,0.44,3.54
0.330,0.56,3.87
0.320,0.37,3.48
0.270,0.27,3.20
0.260,0.07,2.34
0.310,0.12,2.68
0.350,0.01,2.29
0.360,0.22,3.12
0.370,0.45,3.57
0.290,0.74,4.23
0.280,0.53,3.86
0.330,0.57,3.88
0.360,0.23,3.14
0.370,0.46,3.57
0.320,0.38,3.51
0.310,0.13,2.69
0.260,0.08,2.63
0.270,0.28,3.21
0.290,0.75,4.26
0.350,0.02,2.30
0.280,0.54,3.86
0.370,0.47,3.58
0.330,0.58,3.88
0.360,0.24,3.15
0.260,0.09,2.65
0.320,0.39,3.51
0.270,0.29,3.24
0.310,0.14,2.70
0.290,0.76,4.26
0.350,0.03,2.31
0.280,0.55,3.86
0.370,0.48,3.60
0.270,0.30,3.27
0.360,0.25,3.16
0.350,0.04,2.36
0.330,0.59,3.89
0.260,0.10,2.66
0.280,0.56,3.87
0.290,0.77,4.26
0.320,0.40,3.52
0.310,0.15,2.71
0.290,0.78,4.26
0.320,0.41,3.53
0.370,0.49,3.61
0.270,0.31,3.44
0.360,0.26,3.18
0.350,0.05,2.37
0.280,0.57,3.87
0.260,0.11,2.66
0.330,0.60,3.90
0.310,0.16,2.72
0.370,0.50,3.84
0.290,0.79,4.26
0.320,0.42,3.55
0.350,0.06,2.39
0.330,0.61,3.90
0.260,0.12,2.67
0.280,0.58,3.89
0.270,0.32,3.44
0.360,0.27,3.21
0.310,0.17,2.74
0.330,0.62,3.90
0.320,0.43,3.57
0.370,0.51,3.84
0.280,0.59,3.89
0.260,0.13,2.68
0.290,0.80,4.26
0.350,0.07,2.64
0.270,0.33,3.46
0.360,0.28,3.22
0.310,0.18,2.75
0.330,0.63,3.90
0.370,0.52,3.85
0.320,0.44,3.57
0.280,0.60,3.89
0.270,0.34,3.46
0.350,0.08,2.66
0.300,0.00,2.24
0.260,0.14,2.69
0.360,0.29,3.23
0.310,0.19,2.77
0.320,0.45,3.61
0.330,0.64,3.91
0.280,0.61,3.91
0.270,0.35,3.46
0.370,0.53,3.85
0.300,0.01,2.28
0.260,0.15,2.70
0.350,0.09,2.68
0.320,0.46,3.61
0.330,0.65,3.91
0.360,0.30,3.25
0.280,0.62,3.92
0.310,0.20,2.77
0.300,0.02,2.29
0.370,0.54,3.85
0.350,0.10,2.68
0.270,0.36,3.47
0.260,0.16,2.71
0.320,0.47,3.83
0.330,0.66,3.93
0.350,0.11,2.68
0.310,0.21,3.10
0.360,0.31,3.26
0.300,0.03,2.28
0.280,0.63,4.19
0.270,0.37,3.48
0.370,0.55,3.86
0.260,0.17,2.72
0.320,0.48,3.83
0.330,0.67,4.01
0.350,0.12,2.69
0.310,0.22,3.11
0.360,0.32,3.28
0.280,0.64,4.19
0.270,0.38,3.51
0.260,0.18,2.75
0.300,0.04,2.36
0.320,0.49,3.84
0.330,0.68,4.03
0.370,0.56,3.86
0.310,0.23,3.13
0.360,0.33,3.46
0.350,0.13,2.70
0.280,0.65,4.19
0.300,0.05,2.37
0.330,0.69,4.02
0.270,0.39,3.53
0.260,0.19,2.86
0.320,0.50,3.84
0.370,0.57,3.87
0.360,0.34,3.46
0.300,0.06,2.34
0.280,0.66,4.19
0.350,0.14,2.71
0.310,0.24,3.15
0.260,0.20,3.07
0.360,0.35,3.46
0.330,0.70,4.22
0.270,0.40,3.53
0.320,0.51,3.84
0.370,0.58,3.89
0.350,0.15,2.72
0.300,0.07,2.63
0.280,0.67,4.20
0.330,0.71,4.23
0.310,0.25,3.16
0.260,0.21,3.09
0.270,0.41,3.56
0.320,0.52,3.85
0.360,0.36,3.47
0.370,0.59,3.90
0.300,0.08,2.65
0.350,0.16,2.73
0.330,0.72,4.03
0.310,0.26,3.20
0.280,0.68,4.20
0.270,0.42,3.58
0.260,0.22,3.11
0.300,0.09,2.66
0.330,0.73,4.26
0.350,0.17,2.75
0.320,0.53,3.85
0.360,0.37,3.48
0.370,0.60,3.90
0.270,0.43,3.59
0.280,0.69,4.21
0.310,0.27,3.21
0.300,0.10,2.67
0.320,0.54,3.86
0.260,0.23,3.12
0.330,0.74,4.26
0.350,0.18,2.76
0.370,0.61,3.90
0.270,0.44,3.60
0.360,0.38,3.48
0.300,0.11,2.67
0.280,0.70,4.21
0.320,0.55,3.87
0.310,0.28,3.21
0.350,0.19,2.77
0.260,0.24,3.15
0.370,0.62,3.90
0.360,0.39,3.50
0.330,0.75,4.26
0.270,0.45,3.61
0.300,0.12,2.68
0.350,0.20,3.08
0.280,0.71,4.22
0.260,0.25,3.18
0.270,0.46,3.83
0.320,0.56,3.87
0.330,0.76,4.26
0.310,0.29,3.23
0.370,0.63,3.91
0.360,0.40,3.51
0.300,0.13,2.69
0.280,0.72,4.22
0.260,0.26,3.19
0.350,0.21,3.10
0.330,0.77,4.26
0.270,0.47,3.83
0.320,0.57,3.88
0.310,0.30,3.26
0.280,0.73,4.22
0.360,0.41,3.51
0.350,0.22,3.11
0.370,0.64,3.91
0.330,0.78,4.27
0.300,0.14,2.70
0.270,0.48,3.83
0.260,0.27,3.20
0.320,0.58,3.88
0.310,0.31,3.27
0.360,0.42,3.52
0.350,0.23,3.14
0.280,0.74,4.23
0.370,0.65,3.91
0.260,0.28,3.23
0.330,0.79,4.27
0.300,0.15,2.71
0.310,0.32,3.46
0.270,0.49,3.84
0.360,0.43,3.54
0.320,0.59,3.90
0.350,0.24,3.14
0.300,0.16,2.72
0.280,0.75,4.23
0.310,0.33,3.46
0.370,0.66,3.92
0.260,0.29,3.23
0.330,0.80,4.27
0.320,0.60,3.90
0.270,0.50,3.84
0.360,0.44,3.55
0.300,0.17,2.74
0.370,0.67,3.93
0.280,0.76,4.26
0.310,0.34,3.46
0.350,0.25,3.16
0.320,0.61,3.90
0.260,0.30,3.26
0.270,0.51,3.85
0.340,0.00,2.25
0.300,0.18,2.75
0.370,0.68,3.93
0.280,0.77,4.26
0.360,0.45,3.57
0.310,0.35,3.46
0.350,0.26,3.18
0.320,0.62,3.90
0.260,0.31,3.26
0.370,0.69,3.94
0.270,0.52,3.85
0.300,0.19,2.75
0.340,0.01,2.29
0.280,0.78,4.26
0.360,0.46,3.57
0.350,0.27,3.21
0.320,0.63,3.90
0.260,0.32,3.44
0.310,0.36,3.47
0.340,0.02,2.29
0.360,0.47,3.59
0.370,0.70,3.94
0.280,0.79,4.27
0.270,0.53,3.85
0.300,0.20,3.08
0.320,0.64,3.91
0.350,0.28,3.22
0.260,0.33,3.46
0.310,0.37,3.47
0.280,0.80,4.26
0.360,0.48,3.60
0.340,0.03,2.31
0.370,0.71,3.95
0.300,0.21,3.10
0.270,0.54,3.86
0.320,0.65,3.91
0.350,0.29,3.23
0.290,0.00,2.24
0.310,0.38,3.51
0.260,0.34,3.46
0.340,0.04,2.36
0.360,0.49,3.84
0.300,0.22,3.12
0.270,0.55,3.86
0.370,0.72,3.95
0.350,0.30,3.24
0.320,0.66,4.00
0.290,0.01,2.28
0.310,0.39,3.51
0.340,0.05,2.37
0.360,0.50,3.84
0.260,0.35,3.46
0.270,0.56,3.87
0.300,0.23,3.13
0.350,0.31,3.26
0.370,0.73,3.97
0.320,0.67,4.03
0.270,0.57,3.87
0.290,0.02,2.29
0.310,0.40,3.51
0.300,0.24,3.15
0.360,0.51,3.84
0.340,0.06,2.35
0.350,0.32,3.46
0.260,0.36,3.47
0.370,0.74,3.98
0.320,0.68,4.22
0.270,0.58,3.89
0.310,0.41,3.55
0.360,0.52,3.85
0.290,0.03,2.31
0.350,0.33,3.46
0.340,0.07,2.64
0.260,0.37,3.48
0.300,0.25,3.16
0.360,0.53,3.85
0.370,0.75,4.00
0.310,0.42,3.55
0.320,0.69,4.22
0.350,0.34,3.46
0.270,0.59,3.89
0.290,0.04,2.36
0.340,0.08,2.66
0.260,0.38,3.51
0.300,0.26,3.19
0.370,0.76,4.00
0.360,0.54,3.85
0.340,0.09,2.67
0.310,0.43,3.57
0.270,0.60,3.90
0.320,0.70,4.22
0.350,0.35,3.46
0.290,0.05,2.37
0.370,0.77,4.00
0.260,0.39,3.53
0.360,0.55,3.86
0.300,0.27,3.20
0.310,0.44,3.57
0.350,0.36,3.47
0.340,0.10,2.68
0.270,0.61,3.91
0.290,0.06,2.34
0.260,0.40,3.53
0.320,0.71,4.23
0.360,0.56,3.86
0.370,0.78,4.03
0.300,0.28,3.21
0.290,0.07,2.63
0.310,0.45,3.61
0.340,0.11,2.68
0.350,0.37,3.48
0.270,0.62,3.92
0.260,0.41,3.58
0.320,0.72,4.23
0.300,0.29,3.24
0.360,0.57,3.88
0.290,0.08,2.64
0.370,0.79,4.06
0.350,0.38,3.49
0.260,0.42,3.58
0.340,0.12,2.68
0.310,0.46,3.61
0.270,0.63,4.19
0.320,0.73,4.26
0.300,0.30,3.27
0.360,0.58,3.88
0.370,0.80,4.06
0.290,0.09,2.66
0.350,0.39,3.50
0.300,0.31,3.27
0.260,0.43,3.59
0.340,0.13,2.70
0.270,0.64,4.19
0.320,0.74,4.26
0.310,0.47,3.83
0.360,0.59,3.90
0.260,0.44,3.59
0.380,0.00,2.26
0.290,0.10,2.66
0.300,0.32,3.46
0.350,0.40,3.51
0.340,0.14,2.71
0.270,0.65,4.19
0.260,0.45,3.60
0.310,0.48,3.83
0.320,0.75,4.26
0.360,0.60,3.90
0.380,0.01,2.29
0.350,0.41,3.52
0.300,0.33,3.46
0.290,0.11,2.66
0.260,0.46,3.83
0.270,0.66,4.19
0.340,0.15,2.72
0.310,0.49,3.84
0.320,0.76,4.26
0.380,0.02,2.29
0.360,0.61,3.90
0.300,0.34,3.46
0.350,0.42,3.53
0.290,0.12,2.68
0.270,0.67,4.19
0.260,0.47,3.83
0.310,0.50,3.84
0.340,0.16,2.73
0.380,0.03,2.29
0.300,0.35,3.46
0.320,0.77,4.26
0.360,0.62,3.90
0.270,0.68,4.20
0.290,0.13,2.69
0.350,0.43,3.54
0.260,0.48,3.83
0.340,0.17,2.74
0.310,0.51,3.84
0.380,0.04,2.36
0.300,0.36,3.47
0.320,0.78,4.26
0.360,0.63,3.90
0.270,0.69,4.20
0.290,0.14,2.70
0.300,0.37,3.48
0.380,0.05,2.37
0.260,0.49,3.84
0.350,0.44,3.57
0.340,0.18,2.75
0.310,0.52,3.85
0.360,0.64,3.91
0.320,0.79,4.27
0.380,0.06,2.39
0.290,0.15,2.71
0.300,0.38,3.51
0.270,0.70,4.21
0.260,0.50,3.84
0.340,0.19,2.77
0.350,0.45,3.57
0.310,0.53,3.86
0.290,0.16,2.72
0.380,0.07,2.65
0.360,0.65,3.91
0.320,0.80,4.27
0.260,0.51,3.84
0.340,0.20,3.08
0.300,0.39,3.51
0.270,0.71,4.21
0.310,0.54,3.86
0.380,0.08,2.67
0.350,0.46,3.59
0.330,0.00,2.25
0.290,0.17,2.73
0.360,0.66,3.92
0.300,0.40,3.53
0.340,0.21,3.10
0.260,0.52,3.85
0.330,0.01,2.29
0.310,0.55,3.87
0.380,0.09,2.68
0.270,0.72,4.22
0.350,0.47,3.60
0.360,0.67,3.92
0.300,0.41,3.54
0.340,0.22,3.12
0.290,0.18,2.75
0.260,0.53,3.85
0.360,0.68,3.93
0.340,0.23,3.14
0.330,0.02,2.30
0.310,0.56,3.87
0.380,0.10,2.68
0.270,0.73,4.22
0.300,0.42,3.55
0.350,0.48,3.83
0.290,0.19,2.76
0.330,0.03,2.29
0.260,0.54,3.86
0.340,0.24,3.15
0.360,0.69,3.94
0.380,0.11,2.68
0.290,0.20,3.08
0.300,0.43,3.57
0.310,0.57,3.88
0.270,0.74,4.22
0.350,0.49,3.83
0.330,0.04,2.36
0.380,0.12,2.69
0.260,0.55,3.86
0.360,0.70,3.96
0.270,0.75,4.23
0.300,0.44,3.60
0.340,0.25,3.17
0.310,0.58,3.88
0.290,0.21,3.09
0.330,0.05,2.37
0.380,0.13,2.70
0.350,0.50,3.84
0.360,0.71,3.96
0.260,0.56,3.86
0.300,0.45,3.60
0.310,0.59,3.89
0.270,0.76,4.23
0.290,0.22,3.11
0.340,0.26,3.20
0.380,0.14,2.71
0.330,0.06,2.34
0.360,0.72,3.99
0.260,0.57,3.87
0.350,0.51,3.84
0.270,0.77,4.26
0.290,0.23,3.13
0.300,0.46,3.61
0.310,0.60,3.90
0.330,0.07,2.64
0.340,0.27,3.21
0.360,0.73,4.00
0.380,0.15,2.72
0.260,0.58,3.89
0.290,0.24,3.15
0.350,0.52,3.84
0.270,0.78,4.26
0.310,0.61,3.90
0.300,0.47,3.83
0.330,0.08,2.66
0.290,0.25,3.18
0.260,0.59,3.89
0.340,0.28,3.22
0.360,0.74,3.99
0.380,0.16,2.74
0.270,0.79,4.27
0.300,0.48,3.84
0.350,0.53,3.85
0.310,0.62,3.90
0.260,0.60,3.89
0.330,0.09,2.67
0.290,0.26,3.19
0.380,0.17,2.75
0.360,0.75,3.99
0.340,0.29,3.23
0.270,0.80,4.27
0.310,0.63,3.91
0.330,0.10,2.67
0.300,0.49,3.84
0.350,0.54,3.85
0.260,0.61,3.92
0.360,0.76,4.02
0.380,0.18,2.76
0.290,0.27,3.21
0.340,0.30,3.25
0.310,0.64,3.92
0.280,0.00,2.24
0.300,0.50,3.84
0.330,0.11,2.67
0.380,0.19,2.77
0.350,0.55,3.86
0.360,0.77,4.04
0.260,0.62,3.91
0.290,0.28,3.22
0.340,0.31,3.27
0.310,0.65,4.03
0.300,0.51,3.85
0.330,0.12,2.68
0.280,0.01,2.28
0.380,0.20,2.78
0.360,0.78,4.06
0.260,0.63,4.19
0.310,0.66,4.20
0.290,0.29,3.24
0.350,0.56,3.87
0.340,0.32,3.46
0.280,0.02,2.28
0.330,0.13,2.70
0.300,0.52,3.85
0.350,0.57,3.88
0.380,0.21,3.10
0.280,0.03,2.28
0.260,0.64,4.19
0.360,0.79,4.05
0.300,0.53,3.86
0.340,0.33,3.46
0.310,0.67,4.21
0.290,0.30,3.26
0.330,0.14,2.71
0.380,0.22,3.11
0.350,0.58,3.88
0.280,0.04,2.36
0.360,0.80,4.06
0.330,0.15,2.72
0.340,0.34,3.46
0.260,0.65,4.19
0.300,0.54,3.86
0.290,0.31,3.44
0.310,0.68,4.21
0.350,0.59,3.90
0.380,0.23,3.13
0.340,0.35,3.46
0.330,0.16,2.73
0.260,0.66,4.19
0.370,0.00,2.26
0.280,0.05,2.36
0.300,0.55,3.87
0.350,0.60,3.90
0.310,0.69,4.22
0.340,0.36,3.47
0.290,0.32,3.46
0.380,0.24,3.15
0.370,0.01,2.29
0.330,0.17,2.74
0.300,0.56,3.87
0.260,0.67,4.19
0.340,0.37,3.48
0.280,0.06,2.35
0.350,0.61,3.90
0.310,0.70,4.22
0.370,0.02,2.30
0.290,0.33,3.46
0.380,0.25,3.16
0.280,0.07,2.63
0.330,0.18,2.75
0.260,0.68,4.20
0.350,0.62,3.90
0.300,0.57,3.87
0.290,0.34,3.46
0.340,0.38,3.48
0.310,0.71,4.22
0.370,0.03,2.30
0.330,0.19,2.77
0.300,0.58,3.89
0.380,0.26,3.18
0.350,0.63,3.90
0.280,0.08,2.64
0.290,0.35,3.46
0.260,0.69,4.20
0.310,0.72,4.23
0.340,0.39,3.51
0.350,0.64,3.91
0.300,0.59,3.89
0.280,0.09,2.65
0.370,0.04,2.36
0.330,0.20,3.08
0.380,0.27,3.21
0.290,0.36,3.47
0.260,0.70,4.21
0.350,0.65,3.91
0.310,0.73,4.23
0.340,0.40,3.51
0.300,0.60,3.90
0.370,0.05,2.37
0.280,0.10,2.66
0.330,0.21,3.10
0.380,0.28,3.22
0.290,0.37,3.49
0.260,0.71,4.21
0.340,0.41,3.52
0.370,0.06,2.36
0.350,0.66,3.92
0.330,0.22,3.12
0.300,0.61,3.90
0.310,0.74,4.26
0.280,0.11,2.66
0.260,0.72,4.22
0.380,0.29,3.22
0.290,0.38,3.51
0.340,0.42,3.55
0.350,0.67,3.93
0.370,0.07,2.65
0.260,0.73,4.22
0.280,0.12,2.67
0.330,0.23,3.13
0.380,0.30,3.24
0.300,0.62,3.91
0.310,0.75,4.26
0.290,0.39,3.51
0.340,0.43,3.57
0.350,0.68,3.93
0.280,0.13,2.68
0.380,0.31,3.25
0.370,0.08,2.66
0.330,0.24,3.15
0.260,0.74,4.22
0.340,0.44,3.57
0.300,0.63,3.91
0.290,0.40,3.53
0.310,0.76,4.26
0.280,0.14,2.69
0.350,0.69,3.96
0.370,0.09,2.68
0.300,0.64,3.91
0.380,0.32,3.26
0.330,0.25,3.17
0.280,0.15,2.71
0.290,0.41,3.54
0.260,0.75,4.23
0.310,0.77,4.26
0.340,0.45,3.57
0.370,0.10,2.68
0.350,0.70,3.96
0.380,0.41,3.51
0.380,0.33,3.46
0.330,0.26,3.20
0.280,0.16,2.72
0.260,0.76,4.26
0.390,0.64,3.91
0.310,0.78,4.26
0.380,0.34,3.46
0.340,0.46,3.59
0.350,0.71,3.96
0.370,0.11,2.68
0.380,0.42,3.51
0.390,0.65,3.91
0.410,0.06,2.64
0.330,0.27,3.21
0.310,0.79,4.26
0.280,0.17,2.73
0.380,0.35,3.47
0.410,0.07,2.65
0.340,0.47,3.83
0.350,0.72,4.00
0.370,0.12,2.69
0.380,0.43,3.52
0.390,0.66,3.92
0.310,0.80,4.27
0.330,0.28,3.22
0.280,0.18,2.74
0.380,0.36,3.47
0.410,0.08,2.67
0.380,0.44,3.54
0.320,0.00,2.25
0.350,0.73,4.03
0.340,0.48,3.83
0.370,0.13,2.70
0.390,0.67,3.92
0.420,0.29,3.22
0.330,0.29,3.23
0.410,0.09,2.69
0.320,0.01,2.29
0.380,0.45,3.55
0.380,0.37,3.47
0.420,0.30,3.23
0.350,0.74,4.00
0.340,0.49,3.83
0.370,0.14,2.71
0.390,0.68,3.93
0.410,0.10,2.68
0.430,0.52,3.59
0.320,0.02,2.29
0.380,0.38,3.48
0.380,0.46,3.57
0.420,0.31,3.24
0.390,0.69,3.93
0.320,0.03,2.29
0.350,0.75,4.05
0.340,0.50,3.84
0.370,0.15,2.72
0.410,0.11,2.68
0.380,0.39,3.49
0.380,0.47,3.58
0.430,0.53,3.60
0.420,0.32,3.25
0.440,0.75,3.97
0.320,0.04,2.36
0.370,0.16,2.73
0.380,0.40,3.50
0.390,0.70,3.94
0.410,0.12,2.69
0.340,0.51,3.84
0.380,0.48,3.58
0.430,0.54,3.60
0.440,0.76,3.97
0.420,0.33,3.26
0.390,0.71,3.94
0.320,0.05,2.37
0.460,0.17,2.75
0.370,0.17,2.75
0.340,0.52,3.85
0.410,0.13,2.71
0.380,0.49,3.59
0.430,0.55,3.87
0.440,0.77,3.98
0.420,0.34,3.27
0.320,0.06,2.34
0.480,0.63,3.62
0.390,0.72,3.95
0.460,0.18,2.76
0.470,0.40,3.49
0.410,0.14,2.72
0.500,0.05,2.36
0.380,0.50,3.84
0.440,0.78,3.98
0.430,0.56,3.87
0.460,0.19,2.77
0.420,0.35,3.28
0.480,0.64,3.66
0.470,0.41,3.50
0.390,0.73,3.95
0.500,0.06,2.38
0.410,0.15,2.73
0.430,0.57,3.87
0.460,0.20,2.79
0.440,0.79,3.99
0.380,0.51,3.84
0.420,0.36,3.47
0.390,0.74,3.97
0.480,0.65,3.65
0.500,0.07,2.66
0.470,0.42,3.50
0.430,0.58,3.88
0.410,0.16,2.74
0.440,0.80,3.99
0.390,0.75,3.97
0.460,0.21,2.80
0.420,0.37,3.48
0.380,0.52,3.85
0.480,0.66,3.91
0.470,0.43,3.51
0.500,0.08,2.67
0.410,0.17,2.74
0.460,0.22,3.11
0.430,0.59,3.90
0.420,0.38,3.48
0.390,0.76,3.98
0.450,0.00,2.27
0.480,0.67,3.92
0.380,0.53,3.85
0.500,0.09,2.69
0.410,0.18,2.76
0.420,0.39,3.49
0.470,0.44,3.51
0.450,0.01,2.30
0.390,0.77,4.00
0.430,0.60,3.90
0.460,0.23,3.12
0.480,0.68,3.92
0.500,0.10,2.69
0.410,0.19,2.77
0.420,0.40,3.49
0.380,0.54,3.86
0.450,0.02,2.29
0.430,0.61,3.90
0.470,0.45,3.52
0.390,0.78,3.99
0.480,0.69,3.93
0.460,0.24,3.13
0.420,0.41,3.50
0.500,0.11,2.69
0.410,0.20,2.79
0.450,0.03,2.29
0.430,0.62,3.90
0.380,0.55,3.86
0.470,0.46,3.52
0.390,0.79,3.99
0.410,0.21,3.10
0.460,0.25,3.15
0.480,0.70,3.93
0.420,0.42,3.51
0.450,0.04,2.39
0.500,0.12,2.70
0.430,0.63,3.90
0.390,0.80,4.02
0.380,0.56,3.86
0.470,0.47,3.53
0.420,0.43,3.51
0.460,0.26,3.16
0.410,0.22,3.11
0.480,0.71,3.94
0.450,0.05,2.37
0.500,0.13,2.71
0.430,0.64,3.91
0.400,0.00,2.26
0.380,0.57,3.87
0.420,0.44,3.52
0.480,0.72,3.94
0.460,0.27,3.17
0.470,0.48,3.53
0.410,0.23,3.13
0.500,0.14,2.72
0.380,0.58,3.89
0.450,0.06,2.65
0.400,0.01,2.29
0.430,0.65,3.91
0.470,0.49,3.54
0.420,0.45,3.52
0.460,0.28,3.18
0.480,0.73,3.95
0.410,0.24,3.15
0.380,0.59,3.90
0.450,0.07,2.65
0.500,0.15,2.73
0.430,0.66,3.92
0.400,0.02,2.29
0.470,0.50,3.54
0.480,0.74,3.95
0.460,0.29,3.19
0.420,0.46,3.53
0.410,0.25,3.16
0.450,0.08,2.67
0.470,0.51,3.55
0.500,0.16,2.74
0.380,0.60,3.90
0.400,0.03,2.30
0.430,0.67,3.92
0.480,0.75,3.97
0.460,0.30,3.20
0.420,0.47,3.54
0.410,0.26,3.17
0.450,0.09,2.69
0.500,0.17,2.75
0.470,0.52,3.56
0.460,0.31,3.22
0.380,0.61,3.90
0.400,0.04,2.38
0.430,0.68,3.93
0.480,0.76,3.97
0.500,0.18,2.76
0.420,0.48,3.55
0.410,0.27,3.18
0.450,0.10,2.69
0.400,0.05,2.37
0.480,0.77,3.97
0.460,0.32,3.24
0.470,0.53,3.56
0.380,0.62,3.90
0.500,0.19,2.77
0.430,0.69,3.93
0.450,0.11,2.69
0.480,0.78,3.98
0.420,0.49,3.57
0.410,0.28,3.22
0.400,0.06,2.39
0.380,0.63,3.91
0.500,0.20,2.78
0.460,0.33,3.25
0.470,0.54,3.57
0.430,0.70,3.94
0.450,0.12,2.70
0.480,0.79,3.98
0.420,0.50,3.57
0.400,0.07,2.65
0.380,0.64,3.91
0.470,0.55,3.57
0.410,0.29,3.22
0.460,0.34,3.26
0.500,0.21,2.80
0.420,0.51,3.58
0.430,0.71,3.94
0.450,0.13,2.71
0.400,0.08,2.66
0.480,0.80,3.98
0.410,0.30,3.23
0.470,0.56,3.58
0.380,0.65,3.91
0.420,0.52,3.59
0.460,0.35,3.27
0.500,0.22,3.06
0.490,0.00,2.27
0.430,0.72,3.95
0.450,0.14,2.72
0.410,0.31,3.24
0.400,0.09,2.69
0.420,0.53,3.60
0.470,0.57,3.59
0.380,0.66,3.92
0.460,0.36,3.27
0.500,0.23,3.07
0.490,0.01,2.30
0.470,0.58,3.59
0.430,0.73,3.95
0.450,0.15,2.73
0.380,0.67,3.92
0.420,0.54,3.86
0.500,0.24,3.07
0.400,0.10,2.68
0.410,0.32,3.25
0.460,0.37,3.28
0.490,0.02,2.29
0.430,0.74,3.97
0.500,0.25,3.08
0.380,0.68,3.93
0.470,0.59,3.60
0.410,0.33,3.26
0.420,0.55,3.86
0.450,0.16,2.74
0.460,0.38,3.48
0.400,0.11,2.68
0.500,0.26,3.09
0.490,0.03,2.28
0.470,0.60,3.60
0.430,0.75,3.97
0.380,0.69,3.94
0.410,0.34,3.27
0.420,0.56,3.87
0.450,0.17,2.75
0.460,0.39,3.49
0.400,0.12,2.69
0.470,0.61,3.62
0.500,0.27,3.09
0.490,0.04,2.39
0.430,0.76,3.97
0.380,0.70,3.94
0.470,0.62,3.63
0.420,0.57,3.87
0.450,0.18,2.76
0.410,0.35,3.47
0.400,0.13,2.70
0.460,0.40,3.49
0.500,0.28,3.11
0.380,0.71,3.94
0.490,0.05,2.36
0.430,0.77,3.98
0.420,0.58,3.89
0.400,0.14,2.72
0.470,0.63,3.90
0.450,0.19,2.78
0.410,0.36,3.47
0.460,0.41,3.50
0.500,0.29,3.11
0.490,0.06,2.39
0.430,0.78,3.98
0.400,0.15,2.73
0.380,0.72,3.95
0.420,0.59,3.90
0.490,0.07,2.65
0.500,0.30,3.12
0.470,0.64,3.91
0.450,0.20,2.78
0.410,0.37,3.48
0.430,0.79,3.98
0.400,0.16,2.74
0.460,0.42,3.51
0.420,0.60,3.90
0.380,0.73,3.97
0.490,0.08,2.67
0.500,0.31,3.13
0.430,0.80,3.99
0.420,0.61,3.90
0.400,0.17,2.75
0.470,0.65,3.91
0.450,0.21,3.10
0.410,0.38,3.48
0.380,0.74,3.97
0.460,0.43,3.51
0.490,0.09,2.69
0.500,0.32,3.13
0.470,0.66,3.91
0.420,0.62,3.90
0.440,0.00,2.27
0.400,0.18,2.76
0.450,0.22,3.11
0.410,0.39,3.49
0.460,0.44,3.51
0.380,0.75,4.00
0.500,0.33,3.15
0.490,0.10,2.68
0.420,0.63,3.91
0.400,0.19,2.78
0.470,0.67,3.92
0.440,0.01,2.30
0.450,0.23,3.12
0.460,0.45,3.52
0.410,0.40,3.49
0.380,0.76,3.99
0.400,0.20,2.78
0.500,0.34,3.15
0.420,0.64,3.91
0.490,0.11,2.69
0.470,0.68,3.93
0.440,0.02,2.30
0.450,0.24,3.13
0.380,0.77,4.01
0.410,0.41,3.51
0.500,0.35,3.16
0.460,0.46,3.52
0.400,0.21,3.10
0.490,0.12,2.70
0.440,0.03,2.37
0.420,0.65,3.91
0.470,0.69,3.93
0.500,0.36,3.18
0.410,0.42,3.51
0.450,0.25,3.15
0.380,0.78,4.02
0.440,0.04,2.38
0.470,0.70,3.93
0.460,0.47,3.53
0.490,0.13,2.71
0.400,0.22,3.12
0.500,0.37,3.27
0.420,0.66,3.92
0.450,0.26,3.16
0.410,0.43,3.51
0.380,0.79,4.02
0.440,0.05,2.37
0.470,0.71,3.94
0.400,0.23,3.13
0.460,0.48,3.53
0.490,0.14,2.72
0.450,0.27,3.17
0.500,0.38,3.28
0.420,0.67,3.92
0.410,0.44,3.52
0.400,0.24,3.14
0.440,0.06,2.65
0.470,0.72,3.94
0.490,0.15,2.73
0.380,0.80,4.02
0.450,0.28,3.18
0.420,0.68,3.93
0.460,0.49,3.54
0.500,0.39,3.28
0.470,0.73,3.95
0.490,0.16,2.74
0.440,0.07,2.66
0.410,0.45,3.52
0.400,0.25,3.15
