#mu,eb,a_crit
0.240,0.41,3.57
0.140,0.23,3.04
0.150,0.45,3.79
0.200,0.55,3.85
0.180,0.10,2.62
0.190,0.33,3.43
0.160,0.69,4.19
0.130,0.02,2.22
0.230,0.21,3.08
0.210,0.80,4.33
0.240,0.42,3.58
0.140,0.24,3.06
0.180,0.11,2.63
0.150,0.46,3.79
0.200,0.56,3.85
0.190,0.34,3.44
0.160,0.70,4.19
0.130,0.03,2.21
0.240,0.43,3.58
0.150,0.47,3.80
0.220,0.00,2.21
0.230,0.22,3.10
0.180,0.12,2.64
0.200,0.57,3.89
0.140,0.25,3.10
0.160,0.71,4.20
0.190,0.35,3.45
0.130,0.04,2.21
0.240,0.44,3.59
0.150,0.48,3.80
0.220,0.01,2.26
0.180,0.13,2.65
0.230,0.23,3.11
0.200,0.58,3.89
0.140,0.26,3.11
0.160,0.72,4.20
0.190,0.36,3.46
0.240,0.45,3.81
0.130,0.05,2.22
0.150,0.49,3.80
0.220,0.02,2.25
0.240,0.46,3.83
0.180,0.14,2.66
0.230,0.24,3.13
0.140,0.27,3.15
0.190,0.37,3.48
0.200,0.59,4.14
0.160,0.73,4.21
0.130,0.06,2.22
0.220,0.03,2.27
0.150,0.50,3.83
0.180,0.15,2.66
0.240,0.47,3.83
0.230,0.25,3.17
0.140,0.28,3.16
0.190,0.38,3.51
0.200,0.60,3.89
0.160,0.74,4.21
0.180,0.16,2.68
0.150,0.51,3.83
0.130,0.07,2.24
0.220,0.04,2.26
0.240,0.48,3.83
0.180,0.17,2.68
0.190,0.39,3.52
0.230,0.26,3.18
0.130,0.08,2.31
0.140,0.29,3.17
0.200,0.61,4.15
0.160,0.75,4.22
0.150,0.52,3.83
0.180,0.18,2.69
0.220,0.05,2.33
0.240,0.49,3.84
0.160,0.76,4.22
0.130,0.09,2.32
0.190,0.40,3.55
0.230,0.27,3.19
0.200,0.62,4.15
0.150,0.53,3.83
0.140,0.30,3.19
0.180,0.19,2.80
0.240,0.50,3.84
0.220,0.06,2.35
0.230,0.28,3.21
0.190,0.41,3.56
0.160,0.77,4.22
0.140,0.31,3.22
0.200,0.63,4.16
0.130,0.10,2.31
0.150,0.54,3.83
0.180,0.20,2.84
0.220,0.07,2.33
0.240,0.51,3.84
0.150,0.55,3.85
0.230,0.29,3.22
0.160,0.78,4.48
0.190,0.42,3.57
0.130,0.11,2.60
0.140,0.32,3.23
0.180,0.21,3.04
0.200,0.64,4.17
0.220,0.08,2.36
0.240,0.52,3.84
0.150,0.56,3.85
0.230,0.30,3.26
0.160,0.79,4.48
0.130,0.12,2.62
0.200,0.65,4.19
0.140,0.33,3.42
0.190,0.43,3.57
0.180,0.22,3.07
0.220,0.09,2.63
0.240,0.53,3.85
0.150,0.57,3.89
0.230,0.31,3.43
0.130,0.13,2.63
0.140,0.34,3.42
0.160,0.80,4.48
0.200,0.66,4.19
0.190,0.44,3.80
0.240,0.54,3.85
0.180,0.23,3.10
0.220,0.10,2.64
0.230,0.32,3.44
0.150,0.58,3.91
0.130,0.14,2.64
0.140,0.35,3.43
0.240,0.55,3.86
0.170,0.00,2.19
0.190,0.45,3.80
0.200,0.67,4.19
0.220,0.11,2.65
0.230,0.33,3.45
0.180,0.24,3.11
0.140,0.36,3.43
0.130,0.15,2.64
0.150,0.59,3.92
0.240,0.56,3.86
0.170,0.01,2.21
0.220,0.12,2.65
0.200,0.68,4.20
0.190,0.46,3.80
0.180,0.25,3.13
0.140,0.37,3.45
0.230,0.34,3.46
0.150,0.60,3.92
0.130,0.16,2.69
0.220,0.13,2.66
0.240,0.57,3.89
0.170,0.02,2.23
0.200,0.69,4.20
0.190,0.47,3.83
0.220,0.14,2.67
0.230,0.35,3.46
0.140,0.38,3.48
0.180,0.26,3.16
0.150,0.61,3.92
0.130,0.17,2.71
0.240,0.58,3.89
0.170,0.03,2.23
0.220,0.15,2.68
0.200,0.70,4.20
0.180,0.27,3.17
0.190,0.48,3.83
0.230,0.36,3.47
0.130,0.18,2.75
0.170,0.04,2.24
0.150,0.62,4.16
0.140,0.39,3.48
0.240,0.59,3.90
0.220,0.16,2.69
0.180,0.28,3.18
0.200,0.71,4.21
0.190,0.49,3.83
0.230,0.37,3.49
0.150,0.63,4.16
0.170,0.05,2.26
0.130,0.19,2.77
0.140,0.40,3.53
0.240,0.60,3.90
0.220,0.17,2.70
0.180,0.29,3.21
0.200,0.72,4.21
0.170,0.06,2.25
0.190,0.50,3.83
0.150,0.64,4.17
0.130,0.20,2.78
0.220,0.18,2.81
0.140,0.41,3.54
0.180,0.30,3.24
0.230,0.38,3.51
0.240,0.61,3.92
0.200,0.73,4.23
0.130,0.21,2.79
0.170,0.07,2.33
0.220,0.19,2.85
0.150,0.65,4.17
0.240,0.62,4.17
0.190,0.51,3.83
0.230,0.39,3.53
0.180,0.31,3.24
0.140,0.42,3.55
0.200,0.74,4.23
0.220,0.20,2.85
0.130,0.22,2.82
0.170,0.08,2.32
0.150,0.66,4.19
0.240,0.63,4.17
0.200,0.75,4.23
0.230,0.40,3.54
0.190,0.52,3.84
0.180,0.32,3.43
0.140,0.43,3.55
0.220,0.21,3.07
0.200,0.76,4.26
0.170,0.09,2.31
0.130,0.23,2.84
0.150,0.67,4.19
0.240,0.64,4.19
0.230,0.41,3.57
0.190,0.53,3.84
0.180,0.33,3.43
0.140,0.44,3.56
0.220,0.22,3.08
0.200,0.77,4.32
0.180,0.34,3.44
0.170,0.10,2.61
0.150,0.68,4.19
0.130,0.24,3.06
0.240,0.65,4.19
0.230,0.42,3.58
0.220,0.23,3.11
0.190,0.54,3.84
0.140,0.45,3.78
0.200,0.78,4.27
0.180,0.35,3.45
0.150,0.69,4.19
0.170,0.11,2.63
0.130,0.25,3.08
0.240,0.66,4.19
0.200,0.79,4.34
0.140,0.46,3.79
0.220,0.24,3.13
0.180,0.36,3.47
0.190,0.55,3.85
0.230,0.43,3.59
0.150,0.70,4.19
0.170,0.12,2.64
0.140,0.47,3.79
0.190,0.56,3.85
0.130,0.26,3.09
0.200,0.80,4.33
0.220,0.25,3.17
0.240,0.67,4.19
0.180,0.37,3.47
0.230,0.44,3.59
0.150,0.71,4.19
0.140,0.48,3.80
0.170,0.13,2.65
0.220,0.26,3.18
0.190,0.57,3.89
0.240,0.68,4.19
0.130,0.27,3.11
0.210,0.00,2.21
0.180,0.38,3.49
0.230,0.45,3.81
0.150,0.72,4.20
0.140,0.49,3.80
0.240,0.69,4.20
0.220,0.27,3.19
0.170,0.14,2.65
0.190,0.58,3.90
0.180,0.39,3.52
0.130,0.28,3.16
0.210,0.01,2.25
0.230,0.46,3.83
0.240,0.70,4.20
0.150,0.73,4.20
0.140,0.50,3.80
0.220,0.28,3.21
0.170,0.15,2.66
0.190,0.59,3.92
0.230,0.47,3.83
0.220,0.29,3.22
0.180,0.40,3.55
0.140,0.51,3.83
0.130,0.29,3.16
0.210,0.02,2.26
0.240,0.71,4.21
0.150,0.74,4.21
0.190,0.60,4.14
0.230,0.48,3.83
0.170,0.16,2.67
0.180,0.41,3.55
0.140,0.52,3.83
0.220,0.30,3.25
0.190,0.61,4.15
0.150,0.75,4.21
0.130,0.30,3.18
0.210,0.03,2.26
0.240,0.72,4.21
0.230,0.49,3.83
0.140,0.53,3.83
0.170,0.17,2.68
0.190,0.62,4.16
0.180,0.42,3.56
0.210,0.04,2.27
0.150,0.76,4.21
0.220,0.31,3.43
0.240,0.73,4.22
0.130,0.31,3.22
0.230,0.50,3.84
0.190,0.63,4.16
0.140,0.54,3.83
0.180,0.43,3.57
0.170,0.18,2.79
0.220,0.32,3.43
0.210,0.05,2.26
0.150,0.77,4.22
0.240,0.74,4.22
0.190,0.64,4.17
0.130,0.32,3.23
0.230,0.51,3.84
0.140,0.55,3.85
0.170,0.19,2.79
0.180,0.44,3.80
0.150,0.78,4.22
0.220,0.33,3.45
0.210,0.06,2.35
0.240,0.75,4.23
0.190,0.65,4.19
0.130,0.33,3.41
0.230,0.52,3.84
0.140,0.56,3.85
0.180,0.45,3.80
0.170,0.20,2.83
0.150,0.79,4.22
0.220,0.34,3.45
0.210,0.07,2.33
0.240,0.76,4.23
0.230,0.53,3.85
0.190,0.66,4.19
0.140,0.57,3.86
0.180,0.46,3.80
0.130,0.34,3.42
0.170,0.21,2.84
0.150,0.80,4.48
0.210,0.08,2.33
0.220,0.35,3.46
0.230,0.54,3.85
0.240,0.77,4.23
0.190,0.67,4.19
0.140,0.58,3.90
0.180,0.47,3.83
0.130,0.35,3.42
0.210,0.09,2.62
0.170,0.22,3.05
0.220,0.36,3.47
0.160,0.00,2.18
0.230,0.55,3.85
0.190,0.68,4.20
0.240,0.78,4.26
0.140,0.59,3.90
0.180,0.48,3.83
0.130,0.36,3.43
0.210,0.10,2.63
0.220,0.37,3.49
0.170,0.23,3.07
0.160,0.01,2.20
0.230,0.56,3.87
0.190,0.69,4.20
0.140,0.60,3.92
0.180,0.49,3.83
0.240,0.79,4.27
0.130,0.37,3.44
0.210,0.11,2.64
0.230,0.57,3.89
0.220,0.38,3.51
0.170,0.24,3.10
0.160,0.02,2.23
0.190,0.70,4.21
0.140,0.61,3.92
0.240,0.80,4.27
0.210,0.12,2.65
0.180,0.50,3.83
0.130,0.38,3.45
0.170,0.25,3.12
0.220,0.39,3.51
0.230,0.58,3.89
0.250,0.00,2.22
0.210,0.13,2.66
0.160,0.03,2.24
0.190,0.71,4.21
0.180,0.51,3.83
0.140,0.62,4.15
0.130,0.39,3.48
0.170,0.26,3.16
0.190,0.72,4.22
0.230,0.59,3.89
0.220,0.40,3.56
0.210,0.14,2.67
0.250,0.01,2.27
0.140,0.63,4.16
0.180,0.52,3.83
0.160,0.04,2.23
0.130,0.40,3.48
0.190,0.73,4.22
0.170,0.27,3.17
0.220,0.41,3.56
0.230,0.60,3.90
0.210,0.15,2.68
0.140,0.64,4.16
0.180,0.53,3.84
0.130,0.41,3.53
0.250,0.02,2.26
0.160,0.05,2.23
0.170,0.28,3.18
0.220,0.42,3.58
0.190,0.74,4.23
0.230,0.61,3.90
0.130,0.42,3.54
0.210,0.16,2.69
0.140,0.65,4.16
0.250,0.03,2.28
0.180,0.54,3.84
0.170,0.29,3.21
0.160,0.06,2.26
0.190,0.75,4.33
0.220,0.43,3.58
0.210,0.17,2.70
0.130,0.43,3.55
0.230,0.62,4.16
0.140,0.66,4.17
0.170,0.30,3.23
0.180,0.55,3.84
0.250,0.04,2.27
0.160,0.07,2.32
0.130,0.44,3.55
0.170,0.31,3.23
0.190,0.76,4.23
0.220,0.44,3.60
0.210,0.18,2.80
0.250,0.05,2.35
0.230,0.63,4.17
0.140,0.67,4.18
0.160,0.08,2.32
0.180,0.56,3.89
0.130,0.45,3.58
0.190,0.77,4.34
0.170,0.32,3.42
0.210,0.19,2.84
0.220,0.45,3.81
0.250,0.05,2.35
0.230,0.64,4.17
0.140,0.68,4.19
0.160,0.09,2.31
0.180,0.57,3.87
0.130,0.46,3.78
0.190,0.78,4.35
0.170,0.33,3.43
0.230,0.65,4.19
0.210,0.20,2.85
0.220,0.46,3.81
0.160,0.10,2.61
0.250,0.06,2.35
0.140,0.69,4.19
0.180,0.58,3.89
0.130,0.47,3.79
0.190,0.79,4.32
0.170,0.34,3.43
0.230,0.66,4.19
0.210,0.21,3.06
0.220,0.47,3.83
0.250,0.07,2.34
0.160,0.11,2.62
0.130,0.48,3.79
0.140,0.70,4.19
0.190,0.80,4.35
0.180,0.59,3.92
0.230,0.67,4.19
0.210,0.22,3.08
0.170,0.35,3.45
0.220,0.48,3.83
0.160,0.12,2.63
0.140,0.71,4.19
0.250,0.08,2.63
0.130,0.49,3.80
0.220,0.49,3.83
0.200,0.00,2.20
0.180,0.60,3.92
0.230,0.68,4.19
0.140,0.72,4.19
0.170,0.36,3.46
0.210,0.23,3.11
0.160,0.13,2.64
0.250,0.09,2.64
0.180,0.61,4.16
0.130,0.50,3.80
0.140,0.73,4.19
0.220,0.50,3.83
0.200,0.01,2.24
0.170,0.37,3.47
0.230,0.69,4.19
0.160,0.14,2.65
0.210,0.24,3.12
0.250,0.10,2.65
0.180,0.62,4.16
0.130,0.51,3.80
0.140,0.74,4.20
0.220,0.51,3.84
0.200,0.02,2.25
0.210,0.25,3.17
0.170,0.38,3.49
0.230,0.70,4.19
0.160,0.15,2.66
0.130,0.52,3.83
0.250,0.11,2.66
0.140,0.75,4.20
0.180,0.63,4.17
0.170,0.39,3.51
0.220,0.52,3.84
0.230,0.71,4.20
0.210,0.26,3.18
0.200,0.03,2.25
0.180,0.64,4.19
0.130,0.53,3.83
0.140,0.76,4.21
0.160,0.16,2.67
0.250,0.12,2.67
0.170,0.40,3.55
0.230,0.72,4.21
0.220,0.53,3.84
0.210,0.27,3.18
0.180,0.65,4.19
0.200,0.04,2.26
0.140,0.77,4.21
0.130,0.54,3.83
0.250,0.13,2.67
0.170,0.41,3.55
0.230,0.73,4.23
0.160,0.17,2.67
0.220,0.54,3.85
0.130,0.55,3.84
0.250,0.14,2.69
0.210,0.28,3.21
0.180,0.66,4.19
0.140,0.78,4.22
0.200,0.05,2.32
0.230,0.74,4.23
0.170,0.42,3.56
0.130,0.56,3.85
0.160,0.18,2.78
0.250,0.15,2.70
0.200,0.06,2.33
0.220,0.55,3.85
0.210,0.29,3.22
0.180,0.67,4.19
0.140,0.79,4.22
0.130,0.57,3.85
0.250,0.16,2.70
0.170,0.43,3.57
0.230,0.75,4.23
0.200,0.07,2.33
0.160,0.19,2.79
0.220,0.56,3.86
0.210,0.30,3.42
0.130,0.58,3.86
0.140,0.80,4.22
0.180,0.68,4.20
0.170,0.44,3.59
0.250,0.17,2.71
0.230,0.76,4.23
0.220,0.57,3.89
0.130,0.59,3.89
0.200,0.08,2.32
0.160,0.20,2.80
0.150,0.00,2.17
0.180,0.69,4.20
0.210,0.31,3.43
0.250,0.18,2.82
0.170,0.45,3.80
0.230,0.77,4.23
0.130,0.60,3.91
0.200,0.09,2.62
0.220,0.58,3.89
0.160,0.21,2.83
0.150,0.01,2.20
0.180,0.70,4.20
0.210,0.32,3.43
0.170,0.46,3.80
0.200,0.10,2.63
0.250,0.19,2.86
0.230,0.78,4.26
0.220,0.59,3.89
0.130,0.61,3.92
0.150,0.02,2.22
0.180,0.71,4.21
0.160,0.22,3.05
0.210,0.33,3.44
0.220,0.60,3.91
0.250,0.20,3.06
0.170,0.47,3.80
0.200,0.11,2.64
0.230,0.79,4.23
0.180,0.72,4.21
0.130,0.62,4.15
0.150,0.03,2.22
0.160,0.23,3.07
0.220,0.61,4.16
0.170,0.48,3.81
0.210,0.34,3.45
0.250,0.21,3.09
0.180,0.73,4.22
0.200,0.12,2.65
0.230,0.80,4.27
0.130,0.63,4.15
0.160,0.24,3.09
0.170,0.49,3.83
0.150,0.04,2.24
0.220,0.62,4.16
0.210,0.35,3.46
0.250,0.22,3.11
0.180,0.74,4.22
0.160,0.25,3.11
0.200,0.13,2.66
0.170,0.50,3.83
0.150,0.05,2.23
0.240,0.00,2.22
0.130,0.64,4.16
0.210,0.36,3.48
0.220,0.63,4.16
0.180,0.75,4.22
0.250,0.23,3.12
0.160,0.26,3.16
0.240,0.01,2.27
0.200,0.14,2.67
0.170,0.51,3.83
0.150,0.06,2.23
0.130,0.65,4.16
0.160,0.27,3.16
0.210,0.37,3.48
0.220,0.64,4.17
0.180,0.76,4.23
0.250,0.24,3.14
0.150,0.07,2.24
0.240,0.02,2.27
0.200,0.15,2.67
0.170,0.52,3.83
0.130,0.66,4.16
0.180,0.77,4.23
0.210,0.38,3.51
0.160,0.28,3.17
0.150,0.08,2.32
0.220,0.65,4.17
0.250,0.25,3.18
0.240,0.03,2.26
0.210,0.39,3.52
0.170,0.53,3.83
0.180,0.78,4.49
0.160,0.29,3.21
0.130,0.67,4.17
0.200,0.16,2.68
0.150,0.09,2.32
0.220,0.66,4.19
0.250,0.26,3.19
0.170,0.54,3.84
0.210,0.40,3.56
0.240,0.04,2.29
0.180,0.79,4.49
0.160,0.30,3.23
0.200,0.17,2.69
0.130,0.68,4.17
0.150,0.10,2.32
0.250,0.27,3.21
0.220,0.67,4.19
0.170,0.55,3.84
0.210,0.41,3.57
0.240,0.05,2.34
0.180,0.80,4.49
0.160,0.31,3.23
0.200,0.18,2.70
0.170,0.56,3.86
0.130,0.69,4.17
0.150,0.11,2.61
0.250,0.28,3.22
0.220,0.68,4.19
0.190,0.00,2.20
0.210,0.42,3.57
0.240,0.06,2.35
0.160,0.32,3.42
0.130,0.70,4.19
0.170,0.57,3.89
0.200,0.19,2.84
0.220,0.69,4.19
0.150,0.12,2.63
0.250,0.29,3.23
0.240,0.07,2.33
0.160,0.33,3.42
0.130,0.71,4.19
0.190,0.01,2.23
0.210,0.43,3.58
0.200,0.20,2.85
0.220,0.70,4.19
0.170,0.58,3.89
0.250,0.30,3.26
0.240,0.08,2.63
0.150,0.13,2.64
0.210,0.44,3.59
0.130,0.72,4.19
0.160,0.34,3.43
0.190,0.02,2.24
0.250,0.31,3.43
0.220,0.71,4.20
0.200,0.21,3.06
0.210,0.45,3.81
0.240,0.09,2.64
0.170,0.59,3.92
0.190,0.03,2.24
0.130,0.73,4.19
0.150,0.14,2.65
0.220,0.72,4.20
0.250,0.32,3.44
0.160,0.35,3.44
0.200,0.22,3.08
0.240,0.10,2.65
0.210,0.46,3.81
0.150,0.15,2.65
0.190,0.04,2.25
0.170,0.60,3.92
0.130,0.74,4.19
0.250,0.33,3.46
0.220,0.73,4.21
0.160,0.36,3.45
0.150,0.16,2.66
0.240,0.11,2.65
0.200,0.23,3.11
0.210,0.47,3.83
0.130,0.75,4.19
0.190,0.05,2.25
0.160,0.37,3.47
0.170,0.61,3.92
0.250,0.34,3.46
0.220,0.74,4.21
0.150,0.17,2.76
0.200,0.24,3.11
0.240,0.12,2.66
0.210,0.48,3.83
0.160,0.38,3.49
0.130,0.76,4.20
0.190,0.06,2.31
0.250,0.35,3.46
0.220,0.75,4.23
0.170,0.62,4.17
0.160,0.39,3.51
0.200,0.25,3.16
0.150,0.18,2.78
0.240,0.13,2.67
0.210,0.49,3.83
0.130,0.77,4.20
0.250,0.36,3.47
0.170,0.63,4.17
0.160,0.40,3.54
0.220,0.76,4.26
0.190,0.07,2.33
0.200,0.26,3.17
0.240,0.14,2.68
0.150,0.19,2.78
0.210,0.50,3.83
0.250,0.37,3.49
0.130,0.78,4.21
0.200,0.27,3.18
0.160,0.41,3.55
0.170,0.64,4.19
0.190,0.08,2.32
0.220,0.77,4.26
0.210,0.51,3.84
0.240,0.15,2.69
0.150,0.20,2.79
0.250,0.38,3.51
0.130,0.79,4.21
0.190,0.09,2.61
0.220,0.78,4.26
0.170,0.65,4.19
0.200,0.28,3.21
0.210,0.52,3.84
0.160,0.42,3.55
0.240,0.16,2.70
0.150,0.21,2.80
0.250,0.39,3.52
0.220,0.79,4.26
0.190,0.10,2.62
0.130,0.80,4.21
0.200,0.29,3.22
0.170,0.66,4.19
0.150,0.22,3.05
0.160,0.43,3.57
0.210,0.53,3.84
0.240,0.17,2.71
0.250,0.40,3.53
0.220,0.80,4.27
0.200,0.30,3.24
0.150,0.23,3.06
0.190,0.11,2.64
0.140,0.00,2.17
0.240,0.18,2.82
0.160,0.44,3.59
0.170,0.67,4.19
0.250,0.41,3.57
0.210,0.54,3.85
0.230,0.00,2.22
0.160,0.45,3.79
0.200,0.31,3.42
0.150,0.24,3.08
0.190,0.12,2.64
0.170,0.68,4.19
0.140,0.01,2.18
0.210,0.55,3.85
0.240,0.19,2.85
0.250,0.42,3.58
0.230,0.01,2.26
0.160,0.46,3.80
0.150,0.25,3.10
0.200,0.32,3.43
0.140,0.02,2.22
0.170,0.69,4.19
0.190,0.13,2.65
0.210,0.56,3.85
0.240,0.20,3.06
0.250,0.43,3.59
0.230,0.02,2.27
0.160,0.47,3.80
0.150,0.26,3.15
0.140,0.03,2.22
0.170,0.70,4.20
0.190,0.14,2.66
0.210,0.57,3.89
0.200,0.33,3.43
0.230,0.03,2.26
0.250,0.44,3.59
0.240,0.21,3.08
0.140,0.04,2.22
0.160,0.48,3.80
0.150,0.27,3.16
0.170,0.71,4.20
0.230,0.04,2.28
0.210,0.58,3.89
0.250,0.45,3.81
0.200,0.34,3.45
0.190,0.15,2.67
0.240,0.22,3.10
0.140,0.05,2.21
0.160,0.49,3.83
0.170,0.72,4.21
0.230,0.05,2.33
0.150,0.28,3.17
0.190,0.16,2.68
0.250,0.46,3.83
0.200,0.35,3.46
0.210,0.59,3.92
0.240,0.23,3.12
0.140,0.06,2.24
0.190,0.17,2.69
0.170,0.73,4.21
0.160,0.50,3.83
0.230,0.06,2.35
0.150,0.29,3.18
0.240,0.24,3.13
0.250,0.47,3.83
0.190,0.18,2.70
0.140,0.07,2.24
0.200,0.36,3.47
0.210,0.60,4.15
0.160,0.51,3.83
0.230,0.07,2.33
0.170,0.74,4.22
0.190,0.19,2.80
0.150,0.30,3.21
0.250,0.48,3.83
0.240,0.25,3.18
0.140,0.08,2.32
0.200,0.37,3.48
0.230,0.08,2.62
0.170,0.75,4.22
0.160,0.52,3.83
0.210,0.61,4.15
0.190,0.20,2.84
0.150,0.31,3.23
0.160,0.53,3.83
0.250,0.49,3.83
0.250,0.54,3.85
0.200,0.38,3.51
0.140,0.09,2.32
0.240,0.26,3.18
0.170,0.76,4.22
0.260,0.77,4.23
0.210,0.62,4.16
0.150,0.32,3.42
0.250,0.55,3.86
0.160,0.54,3.83
0.250,0.50,3.84
0.170,0.77,4.48
0.200,0.39,3.51
0.260,0.78,4.27
0.280,0.19,2.76
0.240,0.27,3.20
0.210,0.63,4.16
0.290,0.42,3.56
0.250,0.56,3.86
0.170,0.78,4.48
0.160,0.55,3.84
0.200,0.40,3.55
0.260,0.79,4.27
0.240,0.28,3.22
0.250,0.51,3.84
0.280,0.20,3.07
0.210,0.64,4.17
0.320,0.07,2.64
0.300,0.65,4.20
0.250,0.57,3.89
0.200,0.41,3.56
0.290,0.43,3.59
0.260,0.80,4.27
0.240,0.29,3.23
0.250,0.52,3.85
0.280,0.21,3.09
0.210,0.65,4.17
0.290,0.44,3.60
0.300,0.66,4.20
0.320,0.08,2.65
0.250,0.53,3.85
0.200,0.42,3.57
0.250,0.58,3.89
0.240,0.30,3.26
0.210,0.66,4.19
0.270,0.00,2.23
0.280,0.22,3.11
0.320,0.09,2.67
0.290,0.45,3.61
0.330,0.30,3.25
0.300,0.67,4.20
0.250,0.59,3.89
0.320,0.10,2.67
0.340,0.53,3.85
0.240,0.31,3.43
0.200,0.43,3.58
0.270,0.01,2.27
0.280,0.23,3.13
0.290,0.46,3.83
0.330,0.31,3.27
0.340,0.54,3.85
0.250,0.60,3.91
0.370,0.18,2.76
0.300,0.68,4.21
0.290,0.47,3.83
0.320,0.11,2.67
0.350,0.76,4.05
0.280,0.24,3.15
0.270,0.02,2.27
0.340,0.55,3.86
0.370,0.19,2.77
0.290,0.48,3.84
0.330,0.32,3.46
0.250,0.61,3.91
0.300,0.69,4.21
0.280,0.25,3.18
0.320,0.12,2.68
0.270,0.03,2.27
0.350,0.77,4.05
0.340,0.56,3.87
0.370,0.20,2.78
0.330,0.33,3.46
0.290,0.49,3.84
0.250,0.62,4.17
0.300,0.70,4.22
0.280,0.26,3.19
0.320,0.13,2.69
0.340,0.57,3.88
0.270,0.04,2.35
0.370,0.21,3.10
0.350,0.78,4.06
0.250,0.63,4.19
0.330,0.34,3.46
0.290,0.50,3.84
0.300,0.71,4.22
0.320,0.14,2.71
0.280,0.27,3.21
0.340,0.58,3.88
0.370,0.22,3.11
0.250,0.64,4.19
0.270,0.05,2.36
0.350,0.79,4.07
0.320,0.15,2.72
0.330,0.35,3.46
0.300,0.72,4.23
0.340,0.59,3.90
0.290,0.51,3.85
0.250,0.65,4.19
0.370,0.23,3.14
0.280,0.28,3.21
0.270,0.06,2.35
0.350,0.80,4.06
0.340,0.60,3.90
0.320,0.16,2.73
0.250,0.66,4.19
0.330,0.36,3.47
0.300,0.73,4.23
0.370,0.24,3.15
0.280,0.29,3.24
0.290,0.52,3.85
0.270,0.07,2.63
0.360,0.00,2.26
0.340,0.61,3.90
0.320,0.17,2.74
0.280,0.30,3.26
0.250,0.67,4.19
0.300,0.74,4.26
0.270,0.08,2.64
0.330,0.37,3.47
0.370,0.25,3.16
0.290,0.53,3.86
0.360,0.01,2.29
0.320,0.18,2.75
0.300,0.75,4.26
0.340,0.62,3.90
0.280,0.31,3.44
0.370,0.26,3.18
0.250,0.68,4.19
0.270,0.09,2.65
0.290,0.54,3.86
0.330,0.38,3.49
0.360,0.02,2.29
0.280,0.32,3.46
0.320,0.19,2.76
0.300,0.76,4.26
0.340,0.63,3.90
0.370,0.27,3.21
0.330,0.39,3.51
0.250,0.69,4.20
0.290,0.55,3.87
0.270,0.10,2.66
0.360,0.03,2.38
0.280,0.33,3.46
0.340,0.64,3.91
0.320,0.20,2.77
0.300,0.77,4.26
0.330,0.40,3.51
0.270,0.11,2.66
0.290,0.56,3.87
0.250,0.70,4.20
0.370,0.28,3.22
0.360,0.04,2.36
0.320,0.21,3.10
0.270,0.12,2.67
0.280,0.34,3.46
0.340,0.65,3.91
0.300,0.78,4.26
0.330,0.41,3.52
0.250,0.71,4.20
0.290,0.57,3.87
0.360,0.05,2.37
0.370,0.29,3.23
0.340,0.66,3.93
0.320,0.22,3.11
0.250,0.72,4.21
0.280,0.35,3.46
0.360,0.06,2.36
0.270,0.13,2.68
0.330,0.42,3.55
0.300,0.79,4.26
0.290,0.58,3.89
0.370,0.30,3.24
0.320,0.23,3.13
0.340,0.67,3.93
0.280,0.36,3.47
0.250,0.73,4.22
0.360,0.07,2.64
0.270,0.14,2.69
0.290,0.59,3.89
0.330,0.43,3.55
0.300,0.80,4.26
0.340,0.68,3.93
0.370,0.31,3.25
0.320,0.24,3.14
0.280,0.37,3.51
0.250,0.74,4.22
0.360,0.08,2.66
0.290,0.60,3.90
0.310,0.00,2.24
0.270,0.15,2.70
0.370,0.32,3.26
0.330,0.44,3.57
0.280,0.38,3.51
0.340,0.69,3.97
0.320,0.25,3.17
0.250,0.75,4.22
0.280,0.39,3.53
0.360,0.09,2.68
0.330,0.45,3.59
0.290,0.61,3.90
0.310,0.01,2.28
0.370,0.33,3.46
0.270,0.16,2.71
0.340,0.70,4.03
0.250,0.76,4.23
0.320,0.26,3.20
0.280,0.40,3.53
0.360,0.10,2.68
0.290,0.62,3.90
0.330,0.46,3.61
0.310,0.02,2.29
0.270,0.17,2.72
0.370,0.34,3.46
0.280,0.41,3.54
0.340,0.71,4.07
0.250,0.77,4.23
0.320,0.27,3.21
0.360,0.11,2.68
0.340,0.72,4.26
0.290,0.63,4.19
0.330,0.47,3.83
0.280,0.42,3.58
0.310,0.03,2.28
0.270,0.18,2.74
0.370,0.35,3.47
0.320,0.28,3.22
0.250,0.78,4.27
0.360,0.12,2.69
0.280,0.43,3.59
0.370,0.36,3.47
0.310,0.04,2.36
0.340,0.73,4.03
0.290,0.64,4.19
0.330,0.48,3.83
0.360,0.13,2.70
0.270,0.19,2.76
0.250,0.79,4.27
0.320,0.29,3.23
0.280,0.44,3.59
0.370,0.37,3.47
0.340,0.74,4.06
0.290,0.65,4.19
0.310,0.05,2.37
0.330,0.49,3.84
0.360,0.14,2.71
0.270,0.20,3.07
0.250,0.80,4.27
0.320,0.30,3.27
0.280,0.45,3.61
0.290,0.66,4.20
0.370,0.38,3.48
0.340,0.75,4.06
0.330,0.50,3.84
0.310,0.06,2.34
0.260,0.00,2.23
0.360,0.15,2.72
0.270,0.21,3.09
0.290,0.67,4.20
0.320,0.31,3.27
0.280,0.46,3.83
0.330,0.51,3.84
0.260,0.01,2.27
0.370,0.39,3.49
0.310,0.07,2.64
0.340,0.76,4.06
